1644516033203	PolyGesture	ExperimentStarted	Raffaele

1644516159826	PolyGesture	InputEvent	SelectionChanged 433 433

1644516159834	PolyGesture	InputEvent	BeginBatchEdit

1644516159838	PolyGesture	InputEvent	BeginBatchEdit

1644516159838	PolyGesture	InputEvent	BeginBatchEdit

1644516159847	PolyGesture	InputEvent	BeginBatchEdit

1644516159849	PolyGesture	InputEvent	BeginBatchEdit

1644516159849	PolyGesture	InputEvent	BeginBatchEdit

1644516159851	PolyGesture	InputEvent	BeginBatchEdit

1644516160053	PolyGesture	InputEvent	BeginBatchEdit

1644516160695	PolyGesture	InputEvent	TouchEvent (cursorPosition=433): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=613.0, y[0]=563.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90354819, downTime=90354819, deviceId=6, source=0x1002, displayId=0 }
1644516160798	PolyGesture	InputEvent	TouchEvent (cursorPosition=433): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=613.0, y[0]=563.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90354930, downTime=90354819, deviceId=6, source=0x1002, displayId=0 }
1644516160809	PolyGesture	InputEvent	SelectionChanged 434 434

1644516160832	PolyGesture	InputEvent	BeginBatchEdit

1644516160867	PolyGesture	InputEvent	BeginBatchEdit

1644516161058	PolyGesture	InputEvent	BeginBatchEdit

1644516161068	PolyGesture	InputEvent	BeginBatchEdit

1644516161092	PolyGesture	InputEvent	BeginBatchEdit

1644516161616	PolyGesture	InputEvent	SelectionChanged 433 433

1644516161632	PolyGesture	InputEvent	BeginBatchEdit

1644516161639	PolyGesture	InputEvent	BeginBatchEdit

1644516161716	PolyGesture	InputEvent	SelectionChanged 432 432

1644516161730	PolyGesture	InputEvent	BeginBatchEdit

1644516161739	PolyGesture	InputEvent	BeginBatchEdit

1644516161771	PolyGesture	InputEvent	SelectionChanged 431 431

1644516161783	PolyGesture	InputEvent	BeginBatchEdit

1644516161795	PolyGesture	InputEvent	BeginBatchEdit

1644516161995	PolyGesture	InputEvent	BeginBatchEdit

1644516161997	PolyGesture	InputEvent	BeginBatchEdit

1644516162016	PolyGesture	InputEvent	BeginBatchEdit

1644516162084	PolyGesture	InputEvent	SelectionChanged 432 432

1644516162097	PolyGesture	InputEvent	BeginBatchEdit

1644516162107	PolyGesture	InputEvent	BeginBatchEdit

1644516162251	PolyGesture	InputEvent	SelectionChanged 433 433

1644516162264	PolyGesture	InputEvent	BeginBatchEdit

1644516162273	PolyGesture	InputEvent	BeginBatchEdit

1644516162474	PolyGesture	InputEvent	BeginBatchEdit

1644516162477	PolyGesture	InputEvent	BeginBatchEdit

1644516162495	PolyGesture	InputEvent	BeginBatchEdit

1644516163886	PolyGesture	InputEvent	BeginBatchEdit

1644516163898	PolyGesture	InputEvent	SelectionChanged 0 0

1644516163902	PolyGesture	TaskCompleted	Correggi testo in 16"411 seconds (at 90358034, effective time: 15"235)

***************************************


1644516163913	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had  been so often lately was that no one knew who he was.' 0 515 515

1644516163918	PolyGesture	InputEvent	SelectionChanged 439 439

1644516163919	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had  been so often lately was that no one knew who he was.' 433 0 6

1644516163924	PolyGesture	InputEvent	SelectionChanged 439 439

1644516163973	PolyGesture	InputEvent	BeginBatchEdit

1644516163977	PolyGesture	InputEvent	BeginBatchEdit

1644516163978	PolyGesture	InputEvent	BeginBatchEdit

1644516163979	PolyGesture	InputEvent	BeginBatchEdit

1644516163995	PolyGesture	InputEvent	BeginBatchEdit

1644516163996	PolyGesture	InputEvent	BeginBatchEdit

1644516163997	PolyGesture	InputEvent	BeginBatchEdit

1644516163997	PolyGesture	InputEvent	BeginBatchEdit

1644516164008	PolyGesture	InputEvent	BeginBatchEdit

1644516164008	PolyGesture	InputEvent	BeginBatchEdit

1644516164009	PolyGesture	InputEvent	BeginBatchEdit

1644516164011	PolyGesture	InputEvent	BeginBatchEdit

1644516164014	PolyGesture	InputEvent	BeginBatchEdit

1644516164014	PolyGesture	InputEvent	BeginBatchEdit

1644516164030	PolyGesture	InputEvent	BeginBatchEdit

1644516164031	PolyGesture	InputEvent	BeginBatchEdit

1644516164033	PolyGesture	InputEvent	BeginBatchEdit

1644516164034	PolyGesture	InputEvent	BeginBatchEdit

1644516164035	PolyGesture	InputEvent	BeginBatchEdit

1644516164050	PolyGesture	InputEvent	BeginBatchEdit

1644516164236	PolyGesture	InputEvent	BeginBatchEdit

1644516164238	PolyGesture	InputEvent	BeginBatchEdit

1644516164404	PolyGesture	InputEvent	TouchEvent (cursorPosition=439): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=55.0, y[0]=1272.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90358534, downTime=90358534, deviceId=6, source=0x1002, displayId=0 }
1644516164417	PolyGesture	InputEvent	TouchEvent (cursorPosition=439): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=83.368866, y[0]=1264.6451, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=90358549, downTime=90358534, deviceId=6, source=0x1002, displayId=0 }
1644516164423	PolyGesture	InputEvent	SelectionChanged 505 505

1644516164447	PolyGesture	InputEvent	BeginBatchEdit

1644516164450	PolyGesture	InputEvent	TouchEvent (cursorPosition=505): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=217.85349, y[0]=1258.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=90358571, downTime=90358534, deviceId=6, source=0x1002, displayId=0 }
1644516164455	PolyGesture	InputEvent	SelectionChanged 511 511

1644516164494	PolyGesture	InputEvent	TouchEvent (cursorPosition=511): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=390.0, y[0]=1253.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=4, eventTime=90358604, downTime=90358534, deviceId=6, source=0x1002, displayId=0 }
1644516164501	PolyGesture	InputEvent	SelectionChanged 515 515

1644516164504	PolyGesture	InputEvent	TouchEvent (cursorPosition=515): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=390.0, y[0]=1253.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90358625, downTime=90358534, deviceId=6, source=0x1002, displayId=0 }
1644516164518	PolyGesture	InputEvent	BeginBatchEdit

1644516164519	PolyGesture	InputEvent	BeginBatchEdit

1644516164521	PolyGesture	InputEvent	BeginBatchEdit

1644516164722	PolyGesture	InputEvent	BeginBatchEdit

1644516164725	PolyGesture	InputEvent	BeginBatchEdit

1644516164752	PolyGesture	InputEvent	BeginBatchEdit

1644516165257	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=90359386, downTime=90359386, deviceId=-1, source=0x101, displayId=0 }

1644516165261	PolyGesture	InputEvent	BeginBatchEdit

1644516165313	PolyGesture	InputEvent	WindowFocusChanged false

1644516165342	PolyGesture	InputEvent	BeginBatchEdit

1644516165343	PolyGesture	InputEvent	BeginBatchEdit

1644516166116	PolyGesture	InputEvent	SelectionChanged 0 0

1644516166117	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644516166120	PolyGesture	InputEvent	SelectionChanged 0 0

1644516166121	PolyGesture	InputEvent	SelectionChanged 0 0

1644516166121	PolyGesture	TaskStarted	Duplica parola (Copia - incolla)

1644516166122	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 144 144

1644516166123	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 0 144

1644516166124	PolyGesture	InputEvent	SelectionChanged 144 144

1644516166142	PolyGesture	InputEvent	FocusChanged true 130 null

1644516166160	PolyGesture	InputEvent	WindowFocusChanged true

1644516166171	PolyGesture	InputEvent	BeginBatchEdit

1644516166171	PolyGesture	InputEvent	BeginBatchEdit

1644516166188	PolyGesture	InputEvent	BeginBatchEdit

1644516166192	PolyGesture	InputEvent	BeginBatchEdit

1644516166253	PolyGesture	InputEvent	BeginBatchEdit

1644516166994	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=178.0, y[0]=276.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90361124, downTime=90361124, deviceId=6, source=0x1002, displayId=0 }
1644516167060	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=178.0, y[0]=276.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90361192, downTime=90361124, deviceId=6, source=0x1002, displayId=0 }
1644516167072	PolyGesture	InputEvent	SelectionChanged 100 100

1644516167099	PolyGesture	InputEvent	BeginBatchEdit

1644516167130	PolyGesture	InputEvent	BeginBatchEdit

1644516167131	PolyGesture	InputEvent	BeginBatchEdit

1644516167131	PolyGesture	InputEvent	BeginBatchEdit

1644516167161	PolyGesture	InputEvent	BeginBatchEdit

1644516167195	PolyGesture	InputEvent	BeginBatchEdit

1644516167195	PolyGesture	InputEvent	BeginBatchEdit

1644516167228	PolyGesture	InputEvent	BeginBatchEdit

1644516167229	PolyGesture	InputEvent	BeginBatchEdit

1644516167231	PolyGesture	InputEvent	BeginBatchEdit

1644516167247	PolyGesture	InputEvent	BeginBatchEdit

1644516167432	PolyGesture	InputEvent	BeginBatchEdit

1644516167432	PolyGesture	InputEvent	BeginBatchEdit

1644516167892	PolyGesture	InputEvent	TouchEvent (cursorPosition=100): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=206.0, y[0]=250.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90362016, downTime=90362016, deviceId=6, source=0x1002, displayId=0 }
1644516167974	PolyGesture	InputEvent	TouchEvent (cursorPosition=100): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=206.0, y[0]=250.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90362105, downTime=90362016, deviceId=6, source=0x1002, displayId=0 }
1644516168005	PolyGesture	InputEvent	SelectionChanged 101 101

1644516168027	PolyGesture	InputEvent	BeginBatchEdit

1644516168046	PolyGesture	InputEvent	BeginBatchEdit

1644516168075	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=206.0, y[0]=249.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90362190, downTime=90362190, deviceId=6, source=0x1002, displayId=0 }
1644516168091	PolyGesture	InputEvent	SelectionChanged 98 101

1644516168104	PolyGesture	InputEvent	BeginBatchEdit

1644516168106	PolyGesture	InputEvent	BeginBatchEdit

1644516168135	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=206.0, y[0]=249.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90362267, downTime=90362190, deviceId=6, source=0x1002, displayId=0 }
1644516168322	PolyGesture	InputEvent	BeginBatchEdit

1644516168344	PolyGesture	InputEvent	BeginBatchEdit

1644516168364	PolyGesture	InputEvent	BeginBatchEdit

1644516169257	PolyGesture	InputEvent	SelectionChanged 101 101

1644516169270	PolyGesture	InputEvent	BeginBatchEdit

1644516169273	PolyGesture	InputEvent	BeginBatchEdit

1644516169475	PolyGesture	InputEvent	BeginBatchEdit

1644516169478	PolyGesture	InputEvent	BeginBatchEdit

1644516169503	PolyGesture	InputEvent	BeginBatchEdit

1644516169726	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=298.0, y[0]=369.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90363849, downTime=90363849, deviceId=6, source=0x1002, displayId=0 }
1644516169806	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=298.0, y[0]=369.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90363938, downTime=90363849, deviceId=6, source=0x1002, displayId=0 }
1644516169817	PolyGesture	InputEvent	SelectionChanged 131 131

1644516169843	PolyGesture	InputEvent	BeginBatchEdit

1644516169880	PolyGesture	InputEvent	BeginBatchEdit

1644516170081	PolyGesture	InputEvent	BeginBatchEdit

1644516170091	PolyGesture	InputEvent	BeginBatchEdit

1644516170113	PolyGesture	InputEvent	BeginBatchEdit

1644516171381	PolyGesture	InputEvent	BeginBatchEdit

1644516171395	PolyGesture	InputEvent	SelectionChanged 0 0

1644516171397	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 0 147 147

1644516171399	PolyGesture	InputEvent	SelectionChanged 134 134

1644516171400	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 131 0 3

1644516171403	PolyGesture	InputEvent	SelectionChanged 134 134

1644516171415	PolyGesture	InputEvent	BeginBatchEdit

1644516171420	PolyGesture	InputEvent	BeginBatchEdit

1644516171420	PolyGesture	InputEvent	BeginBatchEdit

1644516171421	PolyGesture	InputEvent	BeginBatchEdit

1644516171435	PolyGesture	InputEvent	BeginBatchEdit

1644516171436	PolyGesture	InputEvent	BeginBatchEdit

1644516171436	PolyGesture	InputEvent	BeginBatchEdit

1644516171437	PolyGesture	InputEvent	BeginBatchEdit

1644516171446	PolyGesture	InputEvent	BeginBatchEdit

1644516171446	PolyGesture	InputEvent	BeginBatchEdit

1644516171448	PolyGesture	InputEvent	BeginBatchEdit

1644516171449	PolyGesture	InputEvent	BeginBatchEdit

1644516171453	PolyGesture	InputEvent	BeginBatchEdit

1644516171454	PolyGesture	InputEvent	BeginBatchEdit

1644516171455	PolyGesture	InputEvent	BeginBatchEdit

1644516171455	PolyGesture	InputEvent	BeginBatchEdit

1644516171470	PolyGesture	InputEvent	BeginBatchEdit

1644516171471	PolyGesture	InputEvent	BeginBatchEdit

1644516171492	PolyGesture	InputEvent	BeginBatchEdit

1644516171493	PolyGesture	InputEvent	BeginBatchEdit

1644516171674	PolyGesture	InputEvent	BeginBatchEdit

1644516171677	PolyGesture	InputEvent	BeginBatchEdit

1644516171789	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=348.0, y[0]=266.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90365912, downTime=90365912, deviceId=6, source=0x1002, displayId=0 }
1644516171876	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=348.0, y[0]=266.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90366008, downTime=90365912, deviceId=6, source=0x1002, displayId=0 }
1644516171888	PolyGesture	InputEvent	SelectionChanged 109 109

1644516171911	PolyGesture	InputEvent	BeginBatchEdit

1644516171934	PolyGesture	InputEvent	BeginBatchEdit

1644516172007	PolyGesture	InputEvent	TouchEvent (cursorPosition=109): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=375.0, y[0]=270.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90366122, downTime=90366122, deviceId=6, source=0x1002, displayId=0 }
1644516172025	PolyGesture	InputEvent	SelectionChanged 106 112

1644516172040	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=375.0, y[0]=270.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90366170, downTime=90366122, deviceId=6, source=0x1002, displayId=0 }
1644516172046	PolyGesture	InputEvent	BeginBatchEdit

1644516172048	PolyGesture	InputEvent	BeginBatchEdit

1644516172258	PolyGesture	InputEvent	BeginBatchEdit

1644516172260	PolyGesture	InputEvent	BeginBatchEdit

1644516172274	PolyGesture	InputEvent	BeginBatchEdit

1644516172867	PolyGesture	InputEvent	SelectionChanged 112 112

1644516172877	PolyGesture	InputEvent	BeginBatchEdit

1644516172879	PolyGesture	InputEvent	BeginBatchEdit

1644516173081	PolyGesture	InputEvent	BeginBatchEdit

1644516173084	PolyGesture	InputEvent	BeginBatchEdit

1644516173096	PolyGesture	InputEvent	BeginBatchEdit

1644516173206	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=336.0, y[0]=494.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90367330, downTime=90367330, deviceId=6, source=0x1002, displayId=0 }
1644516173323	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=336.0, y[0]=494.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90367454, downTime=90367330, deviceId=6, source=0x1002, displayId=0 }
1644516173334	PolyGesture	InputEvent	SelectionChanged 147 147

1644516173359	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=303.0, y[0]=430.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90367488, downTime=90367488, deviceId=6, source=0x1002, displayId=0 }
1644516173362	PolyGesture	InputEvent	BeginBatchEdit

1644516173384	PolyGesture	InputEvent	BeginBatchEdit

1644516173466	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=303.0, y[0]=430.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90367593, downTime=90367488, deviceId=6, source=0x1002, displayId=0 }
1644516173485	PolyGesture	InputEvent	SelectionChanged 141 141

1644516173518	PolyGesture	InputEvent	BeginBatchEdit

1644516173527	PolyGesture	InputEvent	BeginBatchEdit

1644516173733	PolyGesture	InputEvent	BeginBatchEdit

1644516173734	PolyGesture	InputEvent	BeginBatchEdit

1644516173753	PolyGesture	InputEvent	BeginBatchEdit

1644516175058	PolyGesture	InputEvent	BeginBatchEdit

1644516175068	PolyGesture	InputEvent	SelectionChanged 0 0

1644516175070	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 0 153 153

1644516175072	PolyGesture	InputEvent	SelectionChanged 147 147

1644516175073	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 141 0 6

1644516175076	PolyGesture	InputEvent	SelectionChanged 147 147

1644516175088	PolyGesture	InputEvent	BeginBatchEdit

1644516175091	PolyGesture	InputEvent	BeginBatchEdit

1644516175091	PolyGesture	InputEvent	BeginBatchEdit

1644516175092	PolyGesture	InputEvent	BeginBatchEdit

1644516175109	PolyGesture	InputEvent	BeginBatchEdit

1644516175110	PolyGesture	InputEvent	BeginBatchEdit

1644516175110	PolyGesture	InputEvent	BeginBatchEdit

1644516175111	PolyGesture	InputEvent	BeginBatchEdit

1644516175121	PolyGesture	InputEvent	BeginBatchEdit

1644516175122	PolyGesture	InputEvent	BeginBatchEdit

1644516175123	PolyGesture	InputEvent	BeginBatchEdit

1644516175125	PolyGesture	InputEvent	BeginBatchEdit

1644516175128	PolyGesture	InputEvent	BeginBatchEdit

1644516175129	PolyGesture	InputEvent	BeginBatchEdit

1644516175130	PolyGesture	InputEvent	BeginBatchEdit

1644516175130	PolyGesture	InputEvent	BeginBatchEdit

1644516175145	PolyGesture	InputEvent	BeginBatchEdit

1644516175146	PolyGesture	InputEvent	BeginBatchEdit

1644516175155	PolyGesture	InputEvent	BeginBatchEdit

1644516175155	PolyGesture	InputEvent	BeginBatchEdit

1644516175350	PolyGesture	InputEvent	BeginBatchEdit

1644516175352	PolyGesture	InputEvent	BeginBatchEdit

1644516175465	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=557.0, y[0]=278.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90369582, downTime=90369582, deviceId=6, source=0x1002, displayId=0 }
1644516175555	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=557.0, y[0]=278.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90369686, downTime=90369582, deviceId=6, source=0x1002, displayId=0 }
1644516175565	PolyGesture	InputEvent	SelectionChanged 121 121

1644516175589	PolyGesture	InputEvent	BeginBatchEdit

1644516175616	PolyGesture	InputEvent	BeginBatchEdit

1644516175682	PolyGesture	InputEvent	TouchEvent (cursorPosition=121): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=538.0, y[0]=265.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90369797, downTime=90369797, deviceId=6, source=0x1002, displayId=0 }
1644516175700	PolyGesture	InputEvent	SelectionChanged 117 120

1644516175712	PolyGesture	InputEvent	BeginBatchEdit

1644516175714	PolyGesture	InputEvent	BeginBatchEdit

1644516175742	PolyGesture	InputEvent	TouchEvent (cursorPosition=117): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=538.0, y[0]=265.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90369874, downTime=90369797, deviceId=6, source=0x1002, displayId=0 }
1644516175961	PolyGesture	InputEvent	BeginBatchEdit

1644516175962	PolyGesture	InputEvent	BeginBatchEdit

1644516175995	PolyGesture	InputEvent	BeginBatchEdit

1644516177031	PolyGesture	InputEvent	SelectionChanged 120 120

1644516177043	PolyGesture	InputEvent	BeginBatchEdit

1644516177048	PolyGesture	InputEvent	BeginBatchEdit

1644516177246	PolyGesture	InputEvent	BeginBatchEdit

1644516177247	PolyGesture	InputEvent	BeginBatchEdit

1644516177262	PolyGesture	InputEvent	BeginBatchEdit

1644516177429	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=253.0, y[0]=482.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90371552, downTime=90371552, deviceId=6, source=0x1002, displayId=0 }
1644516177523	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=253.0, y[0]=482.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90371654, downTime=90371552, deviceId=6, source=0x1002, displayId=0 }
1644516177534	PolyGesture	InputEvent	SelectionChanged 153 153

1644516177563	PolyGesture	InputEvent	BeginBatchEdit

1644516177593	PolyGesture	InputEvent	BeginBatchEdit

1644516177787	PolyGesture	InputEvent	BeginBatchEdit

1644516177789	PolyGesture	InputEvent	BeginBatchEdit

1644516177806	PolyGesture	InputEvent	BeginBatchEdit

1644516179032	PolyGesture	InputEvent	BeginBatchEdit

1644516179046	PolyGesture	InputEvent	SelectionChanged 0 0

1644516179048	PolyGesture	TaskCompleted	Duplica parola (Copia - incolla) in 12"927 seconds (at 90373180, effective time: 12"056)

***************************************


1644516179057	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 0 156 156

