1647345523803	PolyGesture	ExperimentStarted	Raffaele bis

1647345894397	PolyGesture	InputEvent	BeginBatchEdit

1647345894860	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=117.0, y[0]=453.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427563073, downTime=427563073, deviceId=6, source=0x1002, displayId=0 }
1647345894968	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=117.0, y[0]=453.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427563183, downTime=427563073, deviceId=6, source=0x1002, displayId=0 }
1647345894976	PolyGesture	InputEvent	SelectionChanged 371 371

1647345895001	PolyGesture	InputEvent	BeginBatchEdit

1647345895037	PolyGesture	InputEvent	BeginBatchEdit

1647345895229	PolyGesture	InputEvent	BeginBatchEdit

1647345897150	PolyGesture	InputEvent	SelectionChanged 370 370

1647345897163	PolyGesture	InputEvent	BeginBatchEdit

1647345897183	PolyGesture	InputEvent	BeginBatchEdit

1647345897384	PolyGesture	InputEvent	BeginBatchEdit

1647345899578	PolyGesture	InputEvent	BeginBatchEdit

1647345899586	PolyGesture	InputEvent	SelectionChanged 0 0

1647345899589	PolyGesture	TaskCompleted	Sposta frase in 65"258 seconds (at 427567805, effective time: 60"386)

***************************************


1647345899599	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647345899608	PolyGesture	InputEvent	SelectionChanged 380 380

1647345899609	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 370 0 10

1647345899614	PolyGesture	InputEvent	SelectionChanged 380 380

1647345899658	PolyGesture	InputEvent	BeginBatchEdit

1647345899666	PolyGesture	InputEvent	BeginBatchEdit

1647345899674	PolyGesture	InputEvent	BeginBatchEdit

1647345899676	PolyGesture	InputEvent	BeginBatchEdit

1647345899688	PolyGesture	InputEvent	BeginBatchEdit

1647345899691	PolyGesture	InputEvent	BeginBatchEdit

1647345899692	PolyGesture	InputEvent	BeginBatchEdit

1647345899699	PolyGesture	InputEvent	BeginBatchEdit

1647345899896	PolyGesture	InputEvent	BeginBatchEdit

1647345901352	PolyGesture	InputEvent	TouchEvent (cursorPosition=380): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=239.0, y[0]=1188.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427569559, downTime=427569559, deviceId=6, source=0x1002, displayId=0 }
1647345901363	PolyGesture	InputEvent	TouchEvent (cursorPosition=380): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=239.0, y[0]=1188.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427569579, downTime=427569559, deviceId=6, source=0x1002, displayId=0 }
1647345901370	PolyGesture	InputEvent	SelectionChanged 486 486

1647345901396	PolyGesture	InputEvent	BeginBatchEdit

1647345901432	PolyGesture	InputEvent	BeginBatchEdit

1647345901624	PolyGesture	InputEvent	BeginBatchEdit

1647345901720	PolyGesture	InputEvent	TouchEvent (cursorPosition=486): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=112.0, y[0]=1140.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427569934, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901810	PolyGesture	InputEvent	TouchEvent (cursorPosition=486): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=128.0, y[0]=1140.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427570026, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901825	PolyGesture	InputEvent	TouchEvent (cursorPosition=486): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=163.19589, y[0]=1138.9395, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=427570036, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901831	PolyGesture	InputEvent	SelectionChanged 481 481

1647345901863	PolyGesture	InputEvent	BeginBatchEdit

1647345901864	PolyGesture	InputEvent	TouchEvent (cursorPosition=481): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=307.83423, y[0]=1129.145, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=427570069, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901870	PolyGesture	InputEvent	SelectionChanged 490 490

1647345901904	PolyGesture	InputEvent	TouchEvent (cursorPosition=490): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=506.81137, y[0]=1093.3973, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=6, eventTime=427570114, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901910	PolyGesture	InputEvent	SelectionChanged 501 501

1647345901935	PolyGesture	InputEvent	TouchEvent (cursorPosition=501): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=621.12524, y[0]=1077.4305, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=427570136, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901938	PolyGesture	InputEvent	SelectionChanged 507 507

1647345901958	PolyGesture	InputEvent	TouchEvent (cursorPosition=507): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=735.70074, y[0]=1071.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=4, eventTime=427570159, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901963	PolyGesture	InputEvent	SelectionChanged 513 513

1647345901976	PolyGesture	InputEvent	BeginBatchEdit

1647345901981	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=920.96436, y[0]=1074.8938, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=4, eventTime=427570192, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345901988	PolyGesture	InputEvent	BeginBatchEdit

1647345901992	PolyGesture	InputEvent	BeginBatchEdit

1647345901993	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=980.41296, y[0]=1074.4585, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=427570203, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345902003	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1027.699, y[0]=1072.907, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=427570214, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345902011	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1047.0, y[0]=1071.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427570220, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345902017	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=1047.0, y[0]=1071.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40002, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427570227, downTime=427569934, deviceId=6, source=0x1002, displayId=0 }
1647345902194	PolyGesture	InputEvent	BeginBatchEdit

1647345902413	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=85.0, y[0]=1084.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427570626, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902471	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=102.0, y[0]=1081.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427570682, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902482	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=141.5594, y[0]=1073.3418, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=427570693, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902488	PolyGesture	InputEvent	SelectionChanged 480 480

1647345902513	PolyGesture	InputEvent	BeginBatchEdit

1647345902514	PolyGesture	InputEvent	TouchEvent (cursorPosition=480): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=253.88931, y[0]=1046.9559, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=427570716, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902519	PolyGesture	InputEvent	SelectionChanged 486 486

1647345902565	PolyGesture	InputEvent	TouchEvent (cursorPosition=486): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=678.90375, y[0]=1016.761, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=8, eventTime=427570771, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902571	PolyGesture	InputEvent	SelectionChanged 510 510

1647345902586	PolyGesture	InputEvent	TouchEvent (cursorPosition=510): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=825.3848, y[0]=1020.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=427570793, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902592	PolyGesture	InputEvent	SelectionChanged 513 513

1647345902607	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=941.0, y[0]=1020.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=427570807, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902610	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=941.0, y[0]=1020.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427570814, downTime=427570626, deviceId=6, source=0x1002, displayId=0 }
1647345902613	PolyGesture	InputEvent	BeginBatchEdit

1647345902614	PolyGesture	InputEvent	BeginBatchEdit

1647345902616	PolyGesture	InputEvent	BeginBatchEdit

1647345902818	PolyGesture	InputEvent	BeginBatchEdit

1647345903768	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=427571979, downTime=427571979, deviceId=-1, source=0x101, displayId=0 }

1647345903771	PolyGesture	InputEvent	BeginBatchEdit

1647345903822	PolyGesture	InputEvent	WindowFocusChanged false

1647345903837	PolyGesture	InputEvent	BeginBatchEdit

1647345903838	PolyGesture	InputEvent	BeginBatchEdit

1647345905444	PolyGesture	InputEvent	SelectionChanged 0 0

1647345905445	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647345905449	PolyGesture	InputEvent	SelectionChanged 0 0

1647345905449	PolyGesture	InputEvent	SelectionChanged 0 0

1647345905450	PolyGesture	TaskStarted	Correggi testo

1647345905450	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 519 519

1647345905454	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 0 519

1647345905457	PolyGesture	InputEvent	SelectionChanged 519 519

1647345905473	PolyGesture	InputEvent	FocusChanged true 130 null

1647345905496	PolyGesture	InputEvent	WindowFocusChanged true

1647345905502	PolyGesture	InputEvent	BeginBatchEdit

1647345905502	PolyGesture	InputEvent	BeginBatchEdit

1647345907787	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=540.0, y[0]=83.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427575992, downTime=427575992, deviceId=6, source=0x1002, displayId=0 }
1647345907816	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=540.0, y[0]=83.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427576032, downTime=427575992, deviceId=6, source=0x1002, displayId=0 }
1647345907825	PolyGesture	InputEvent	SelectionChanged 30 30

1647345907845	PolyGesture	InputEvent	BeginBatchEdit

1647345907881	PolyGesture	InputEvent	BeginBatchEdit

1647345907895	PolyGesture	InputEvent	BeginBatchEdit

1647345907906	PolyGesture	InputEvent	BeginBatchEdit

1647345907939	PolyGesture	InputEvent	BeginBatchEdit

1647345908140	PolyGesture	InputEvent	BeginBatchEdit

1647345911036	PolyGesture	InputEvent	BeginBatchEdit

1647345911057	PolyGesture	InputEvent	SelectionChanged 0 0

1647345911060	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 518 518

1647345911066	PolyGesture	InputEvent	SelectionChanged 29 29

1647345911067	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 29 1 0

1647345911071	PolyGesture	InputEvent	SelectionChanged 29 29

1647345911080	PolyGesture	InputEvent	BeginBatchEdit

1647345911085	PolyGesture	InputEvent	BeginBatchEdit

1647345911086	PolyGesture	InputEvent	BeginBatchEdit

1647345911093	PolyGesture	InputEvent	BeginBatchEdit

1647345911095	PolyGesture	InputEvent	BeginBatchEdit

1647345911102	PolyGesture	InputEvent	BeginBatchEdit

1647345911105	PolyGesture	InputEvent	BeginBatchEdit

1647345911306	PolyGesture	InputEvent	BeginBatchEdit

1647345912979	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=628.0, y[0]=270.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427581185, downTime=427581185, deviceId=6, source=0x1002, displayId=0 }
1647345913051	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=628.0, y[0]=270.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427581268, downTime=427581185, deviceId=6, source=0x1002, displayId=0 }
1647345913059	PolyGesture	InputEvent	SelectionChanged 258 258

1647345913088	PolyGesture	InputEvent	BeginBatchEdit

1647345913129	PolyGesture	InputEvent	BeginBatchEdit

1647345913162	PolyGesture	InputEvent	TouchEvent (cursorPosition=258): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=627.0, y[0]=269.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427581351, downTime=427581351, deviceId=6, source=0x1002, displayId=0 }
1647345913179	PolyGesture	InputEvent	SelectionChanged 256 260

1647345913192	PolyGesture	InputEvent	BeginBatchEdit

1647345913195	PolyGesture	InputEvent	BeginBatchEdit

1647345913209	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=627.0, y[0]=269.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427581425, downTime=427581351, deviceId=6, source=0x1002, displayId=0 }
1647345913427	PolyGesture	InputEvent	BeginBatchEdit

1647345916028	PolyGesture	InputEvent	BeginBatchEdit

1647345916054	PolyGesture	InputEvent	SelectionChanged 260 260

1647345916067	PolyGesture	InputEvent	SelectionChanged 0 0

1647345916069	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 514 514

1647345916075	PolyGesture	InputEvent	SelectionChanged 256 256

1647345916076	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 256 4 0

1647345916079	PolyGesture	InputEvent	SelectionChanged 256 256

1647345916090	PolyGesture	InputEvent	BeginBatchEdit

1647345916101	PolyGesture	InputEvent	BeginBatchEdit

1647345916102	PolyGesture	InputEvent	BeginBatchEdit

1647345916109	PolyGesture	InputEvent	BeginBatchEdit

1647345916111	PolyGesture	InputEvent	BeginBatchEdit

1647345916113	PolyGesture	InputEvent	BeginBatchEdit

1647345916115	PolyGesture	InputEvent	BeginBatchEdit

1647345916316	PolyGesture	InputEvent	BeginBatchEdit

1647345919186	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=351.0, y[0]=449.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427587393, downTime=427587393, deviceId=6, source=0x1002, displayId=0 }
1647345919496	PolyGesture	InputEvent	SelectionChanged 454 460

1647345919513	PolyGesture	InputEvent	BeginBatchEdit

1647345919515	PolyGesture	InputEvent	BeginBatchEdit

1647345919648	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=351.0, y[0]=449.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427587864, downTime=427587393, deviceId=6, source=0x1002, displayId=0 }
1647345919809	PolyGesture	InputEvent	BeginBatchEdit

1647345921240	PolyGesture	InputEvent	BeginBatchEdit

1647345921245	PolyGesture	InputEvent	SelectionChanged 0 0

1647345921247	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had  been so often lately was that no one knew who he was.' 0 508 508

1647345921253	PolyGesture	InputEvent	SelectionChanged 454 454

1647345921254	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had  been so often lately was that no one knew who he was.' 454 6 0

1647345921258	PolyGesture	InputEvent	SelectionChanged 454 454

1647345921272	PolyGesture	InputEvent	BeginBatchEdit

1647345921275	PolyGesture	InputEvent	BeginBatchEdit

1647345921279	PolyGesture	InputEvent	BeginBatchEdit

1647345921280	PolyGesture	InputEvent	BeginBatchEdit

1647345921290	PolyGesture	InputEvent	BeginBatchEdit

1647345921292	PolyGesture	InputEvent	BeginBatchEdit

1647345921293	PolyGesture	InputEvent	BeginBatchEdit

1647345921295	PolyGesture	InputEvent	BeginBatchEdit

1647345921496	PolyGesture	InputEvent	BeginBatchEdit

1647345923351	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=900.0, y[0]=395.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427591567, downTime=427591567, deviceId=6, source=0x1002, displayId=0 }
1647345923419	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=900.0, y[0]=395.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427591635, downTime=427591567, deviceId=6, source=0x1002, displayId=0 }
1647345923427	PolyGesture	InputEvent	SelectionChanged 434 434

1647345923451	PolyGesture	InputEvent	BeginBatchEdit

1647345923488	PolyGesture	InputEvent	BeginBatchEdit

1647345923689	PolyGesture	InputEvent	BeginBatchEdit

1647345925027	PolyGesture	InputEvent	SelectionChanged 433 433

1647345925044	PolyGesture	InputEvent	BeginBatchEdit

1647345925053	PolyGesture	InputEvent	BeginBatchEdit

1647345925172	PolyGesture	InputEvent	SelectionChanged 432 432

1647345925190	PolyGesture	InputEvent	BeginBatchEdit

1647345925200	PolyGesture	InputEvent	BeginBatchEdit

1647345925401	PolyGesture	InputEvent	BeginBatchEdit

1647345926724	PolyGesture	InputEvent	BeginBatchEdit

1647345926753	PolyGesture	InputEvent	SelectionChanged 0 0

1647345926755	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  village where he had  been so often lately was that no one knew who he was.' 0 509 509

1647345926760	PolyGesture	InputEvent	SelectionChanged 433 433

1647345926761	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  village where he had  been so often lately was that no one knew who he was.' 432 0 1

1647345926765	PolyGesture	InputEvent	SelectionChanged 433 433

1647345926774	PolyGesture	InputEvent	BeginBatchEdit

1647345926779	PolyGesture	InputEvent	BeginBatchEdit

1647345926780	PolyGesture	InputEvent	BeginBatchEdit

1647345926786	PolyGesture	InputEvent	BeginBatchEdit

1647345926788	PolyGesture	InputEvent	BeginBatchEdit

1647345926792	PolyGesture	InputEvent	BeginBatchEdit

1647345926796	PolyGesture	InputEvent	BeginBatchEdit

1647345926997	PolyGesture	InputEvent	BeginBatchEdit

1647345928055	PolyGesture	InputEvent	TouchEvent (cursorPosition=433): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=909.0, y[0]=405.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427596268, downTime=427596268, deviceId=6, source=0x1002, displayId=0 }
