1643970999411	PolyGesture	ExperimentStarted	Francesca

1643971117524	PolyGesture	InputEvent	FocusChanged true 130 null

1643971117553	PolyGesture	InputEvent	WindowFocusChanged true

1643971118796	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=865.0, y[0]=28.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82322575, downTime=82322575, deviceId=6, source=0x1002, displayId=0 }
1643971118842	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=865.0, y[0]=28.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82322622, downTime=82322575, deviceId=6, source=0x1002, displayId=0 }
1643971118852	PolyGesture	InputEvent	SelectionChanged 30 30

1643971118894	PolyGesture	InputEvent	BeginBatchEdit

1643971118894	PolyGesture	InputEvent	BeginBatchEdit

1643971118900	PolyGesture	InputEvent	BeginBatchEdit

1643971118906	PolyGesture	InputEvent	BeginBatchEdit

1643971119110	PolyGesture	InputEvent	BeginBatchEdit

1643971119111	PolyGesture	InputEvent	BeginBatchEdit

1643971119143	PolyGesture	InputEvent	BeginBatchEdit

1643971119751	PolyGesture	InputEvent	BeginBatchEdit

1643971119771	PolyGesture	InputEvent	SelectionChanged 0 0

1643971119773	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 518 518

1643971119777	PolyGesture	InputEvent	SelectionChanged 29 29

1643971119778	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 29 1 0

1643971119781	PolyGesture	InputEvent	SelectionChanged 29 29

1643971119799	PolyGesture	InputEvent	BeginBatchEdit

1643971119800	PolyGesture	InputEvent	BeginBatchEdit

1643971119801	PolyGesture	InputEvent	BeginBatchEdit

1643971119832	PolyGesture	InputEvent	BeginBatchEdit

1643971119833	PolyGesture	InputEvent	BeginBatchEdit

1643971119834	PolyGesture	InputEvent	BeginBatchEdit

1643971119834	PolyGesture	InputEvent	BeginBatchEdit

1643971119835	PolyGesture	InputEvent	BeginBatchEdit

1643971119847	PolyGesture	InputEvent	BeginBatchEdit

1643971119849	PolyGesture	InputEvent	BeginBatchEdit

1643971119849	PolyGesture	InputEvent	BeginBatchEdit

1643971119850	PolyGesture	InputEvent	BeginBatchEdit

1643971120048	PolyGesture	InputEvent	BeginBatchEdit

1643971120050	PolyGesture	InputEvent	BeginBatchEdit

1643971121228	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=921.0, y[0]=550.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82325006, downTime=82325006, deviceId=6, source=0x1002, displayId=0 }
1643971121271	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=921.0, y[0]=550.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82325052, downTime=82325006, deviceId=6, source=0x1002, displayId=0 }
1643971121281	PolyGesture	InputEvent	SelectionChanged 260 260

1643971121315	PolyGesture	InputEvent	BeginBatchEdit

1643971121339	PolyGesture	InputEvent	BeginBatchEdit

1643971121549	PolyGesture	InputEvent	BeginBatchEdit

1643971121550	PolyGesture	InputEvent	BeginBatchEdit

1643971121580	PolyGesture	InputEvent	BeginBatchEdit

1643971122448	PolyGesture	InputEvent	SelectionChanged 260 259

1643971122462	PolyGesture	InputEvent	BeginBatchEdit

1643971122464	PolyGesture	InputEvent	BeginBatchEdit

1643971122632	PolyGesture	InputEvent	SelectionChanged 260 258

1643971122652	PolyGesture	InputEvent	BeginBatchEdit

1643971122655	PolyGesture	InputEvent	BeginBatchEdit

1643971122802	PolyGesture	InputEvent	SelectionChanged 260 257

1643971122821	PolyGesture	InputEvent	BeginBatchEdit

1643971122825	PolyGesture	InputEvent	BeginBatchEdit

1643971122955	PolyGesture	InputEvent	SelectionChanged 260 256

1643971122975	PolyGesture	InputEvent	BeginBatchEdit

1643971122979	PolyGesture	InputEvent	BeginBatchEdit

1643971123180	PolyGesture	InputEvent	BeginBatchEdit

1643971123183	PolyGesture	InputEvent	BeginBatchEdit

1643971123204	PolyGesture	InputEvent	BeginBatchEdit

1643971123562	PolyGesture	InputEvent	BeginBatchEdit

1643971123563	PolyGesture	InputEvent	SelectionChanged 260 260

1643971123569	PolyGesture	InputEvent	SelectionChanged 0 0

1643971123571	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 514 514

1643971123576	PolyGesture	InputEvent	SelectionChanged 256 256

1643971123577	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 256 4 0

1643971123580	PolyGesture	InputEvent	SelectionChanged 256 256

1643971123596	PolyGesture	InputEvent	BeginBatchEdit

1643971123601	PolyGesture	InputEvent	BeginBatchEdit

1643971123601	PolyGesture	InputEvent	BeginBatchEdit

1643971123607	PolyGesture	InputEvent	BeginBatchEdit

1643971123609	PolyGesture	InputEvent	BeginBatchEdit

1643971123611	PolyGesture	InputEvent	BeginBatchEdit

1643971123613	PolyGesture	InputEvent	BeginBatchEdit

1643971123814	PolyGesture	InputEvent	BeginBatchEdit

1643971125563	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=727.0, y[0]=1005.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82329329, downTime=82329329, deviceId=6, source=0x1002, displayId=0 }
1643971125596	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=727.0, y[0]=1005.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82329377, downTime=82329329, deviceId=6, source=0x1002, displayId=0 }
1643971125603	PolyGesture	InputEvent	SelectionChanged 459 459

1643971125631	PolyGesture	InputEvent	BeginBatchEdit

1643971125661	PolyGesture	InputEvent	BeginBatchEdit

1643971125857	PolyGesture	InputEvent	BeginBatchEdit

1643971125858	PolyGesture	InputEvent	BeginBatchEdit

1643971125890	PolyGesture	InputEvent	BeginBatchEdit

1643971126621	PolyGesture	InputEvent	SelectionChanged 460 460

1643971126638	PolyGesture	InputEvent	BeginBatchEdit

1643971126648	PolyGesture	InputEvent	BeginBatchEdit

1643971126850	PolyGesture	InputEvent	BeginBatchEdit

1643971126853	PolyGesture	InputEvent	BeginBatchEdit

1643971127892	PolyGesture	InputEvent	TouchEvent (cursorPosition=460): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=659.0, y[0]=1018.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82331662, downTime=82331662, deviceId=6, source=0x1002, displayId=0 }
1643971127965	PolyGesture	InputEvent	TouchEvent (cursorPosition=460): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=659.0, y[0]=1018.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82331745, downTime=82331662, deviceId=6, source=0x1002, displayId=0 }
1643971127985	PolyGesture	InputEvent	SelectionChanged 456 456

1643971127987	PolyGesture	InputEvent	SelectionChanged 460 456

1643971128008	PolyGesture	InputEvent	BeginBatchEdit

1643971128010	PolyGesture	InputEvent	BeginBatchEdit

1643971128010	PolyGesture	InputEvent	BeginBatchEdit

1643971128011	PolyGesture	InputEvent	BeginBatchEdit

1643971128216	PolyGesture	InputEvent	BeginBatchEdit

1643971128218	PolyGesture	InputEvent	BeginBatchEdit

1643971128254	PolyGesture	InputEvent	BeginBatchEdit

1643971128604	PolyGesture	InputEvent	SelectionChanged 460 455

1643971128631	PolyGesture	InputEvent	BeginBatchEdit

1643971128634	PolyGesture	InputEvent	BeginBatchEdit

1643971128836	PolyGesture	InputEvent	BeginBatchEdit

1643971129087	PolyGesture	InputEvent	SelectionChanged 460 454

1643971129107	PolyGesture	InputEvent	BeginBatchEdit

1643971129109	PolyGesture	InputEvent	BeginBatchEdit

1643971129312	PolyGesture	InputEvent	BeginBatchEdit

1643971129413	PolyGesture	InputEvent	SelectionChanged 460 453

1643971129429	PolyGesture	InputEvent	BeginBatchEdit

1643971129434	PolyGesture	InputEvent	BeginBatchEdit

1643971129637	PolyGesture	InputEvent	BeginBatchEdit

1643971130107	PolyGesture	InputEvent	BeginBatchEdit

1643971130113	PolyGesture	InputEvent	SelectionChanged 0 0

1643971130117	PolyGesture	InputEvent	BeginBatchEdit

1643971130121	PolyGesture	InputEvent	SelectionChanged 0 0

1643971130122	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had been so often lately was that no one knew who he was.' 0 507 507

1643971130127	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had been so often lately was that no one knew who he was.' 0 514 507

1643971130131	PolyGesture	InputEvent	SelectionChanged 453 453

1643971130158	PolyGesture	InputEvent	BeginBatchEdit

1643971130160	PolyGesture	InputEvent	BeginBatchEdit

1643971130161	PolyGesture	InputEvent	BeginBatchEdit

1643971130177	PolyGesture	InputEvent	BeginBatchEdit

1643971130178	PolyGesture	InputEvent	BeginBatchEdit

1643971130179	PolyGesture	InputEvent	BeginBatchEdit

1643971130179	PolyGesture	InputEvent	BeginBatchEdit

1643971130196	PolyGesture	InputEvent	BeginBatchEdit

1643971130198	PolyGesture	InputEvent	BeginBatchEdit

1643971130199	PolyGesture	InputEvent	BeginBatchEdit

1643971130201	PolyGesture	InputEvent	BeginBatchEdit

1643971130202	PolyGesture	InputEvent	BeginBatchEdit

1643971130204	PolyGesture	InputEvent	BeginBatchEdit

1643971130204	PolyGesture	InputEvent	BeginBatchEdit

1643971130222	PolyGesture	InputEvent	BeginBatchEdit

1643971130222	PolyGesture	InputEvent	BeginBatchEdit

1643971130241	PolyGesture	InputEvent	BeginBatchEdit

1643971130242	PolyGesture	InputEvent	BeginBatchEdit

1643971130242	PolyGesture	InputEvent	BeginBatchEdit

1643971130244	PolyGesture	InputEvent	BeginBatchEdit

1643971130445	PolyGesture	InputEvent	BeginBatchEdit

1643971130446	PolyGesture	InputEvent	BeginBatchEdit

1643971131474	PolyGesture	InputEvent	TouchEvent (cursorPosition=453): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=926.0, y[0]=922.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82335254, downTime=82335254, deviceId=6, source=0x1002, displayId=0 }
1643971131529	PolyGesture	InputEvent	TouchEvent (cursorPosition=453): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=926.0, y[0]=922.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82335309, downTime=82335254, deviceId=6, source=0x1002, displayId=0 }
1643971131539	PolyGesture	InputEvent	SelectionChanged 431 431

1643971131560	PolyGesture	InputEvent	BeginBatchEdit

1643971131591	PolyGesture	InputEvent	BeginBatchEdit

1643971131789	PolyGesture	InputEvent	BeginBatchEdit

1643971131792	PolyGesture	InputEvent	BeginBatchEdit

1643971131832	PolyGesture	InputEvent	BeginBatchEdit

1643971132181	PolyGesture	InputEvent	SelectionChanged 432 432

1643971132198	PolyGesture	InputEvent	BeginBatchEdit

1643971132205	PolyGesture	InputEvent	BeginBatchEdit

1643971132407	PolyGesture	InputEvent	BeginBatchEdit

1643971132408	PolyGesture	InputEvent	BeginBatchEdit

1643971132969	PolyGesture	InputEvent	BeginBatchEdit

1643971132987	PolyGesture	InputEvent	SelectionChanged 0 0

1643971132989	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  village where he had been so often lately was that no one knew who he was.' 0 508 508

1643971132996	PolyGesture	InputEvent	SelectionChanged 433 433

1643971132997	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  village where he had been so often lately was that no one knew who he was.' 429 3 4

1643971133001	PolyGesture	InputEvent	SelectionChanged 433 433

1643971133014	PolyGesture	InputEvent	BeginBatchEdit

1643971133018	PolyGesture	InputEvent	BeginBatchEdit

1643971133019	PolyGesture	InputEvent	BeginBatchEdit

1643971133025	PolyGesture	InputEvent	BeginBatchEdit

1643971133028	PolyGesture	InputEvent	BeginBatchEdit

1643971133030	PolyGesture	InputEvent	BeginBatchEdit

1643971133033	PolyGesture	InputEvent	BeginBatchEdit

1643971133232	PolyGesture	InputEvent	BeginBatchEdit

1643971133642	PolyGesture	InputEvent	BeginBatchEdit

1643971133648	PolyGesture	InputEvent	SelectionChanged 0 0

1643971133651	PolyGesture	TaskCompleted	Correggi testo in 16"153 seconds (at 82337432, effective time: 14"857)

***************************************


1643971133663	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  little village where he had been so often lately was that no one knew who he was.' 0 515 515

1643971133668	PolyGesture	InputEvent	SelectionChanged 440 440

1643971133669	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  little village where he had been so often lately was that no one knew who he was.' 433 0 7

1643971133674	PolyGesture	InputEvent	SelectionChanged 440 440

1643971133716	PolyGesture	InputEvent	BeginBatchEdit

1643971133719	PolyGesture	InputEvent	BeginBatchEdit

1643971133720	PolyGesture	InputEvent	BeginBatchEdit

1643971133742	PolyGesture	InputEvent	BeginBatchEdit

1643971133743	PolyGesture	InputEvent	BeginBatchEdit

1643971133743	PolyGesture	InputEvent	BeginBatchEdit

1643971133744	PolyGesture	InputEvent	BeginBatchEdit

1643971133744	PolyGesture	InputEvent	BeginBatchEdit

1643971133769	PolyGesture	InputEvent	BeginBatchEdit

1643971133769	PolyGesture	InputEvent	BeginBatchEdit

1643971133771	PolyGesture	InputEvent	BeginBatchEdit

1643971133773	PolyGesture	InputEvent	BeginBatchEdit

1643971133774	PolyGesture	InputEvent	BeginBatchEdit

1643971133775	PolyGesture	InputEvent	BeginBatchEdit

1643971133800	PolyGesture	InputEvent	BeginBatchEdit

1643971133801	PolyGesture	InputEvent	BeginBatchEdit

1643971133803	PolyGesture	InputEvent	BeginBatchEdit

1643971133803	PolyGesture	InputEvent	BeginBatchEdit

1643971133819	PolyGesture	InputEvent	BeginBatchEdit

1643971133820	PolyGesture	InputEvent	BeginBatchEdit

1643971134005	PolyGesture	InputEvent	BeginBatchEdit

1643971134008	PolyGesture	InputEvent	BeginBatchEdit

1643971134799	PolyGesture	InputEvent	BeginBatchEdit

1643971134817	PolyGesture	InputEvent	BeginBatchEdit

1643971135240	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=82339015, downTime=82339015, deviceId=-1, source=0x101, displayId=0 }

1643971135244	PolyGesture	InputEvent	BeginBatchEdit

1643971135281	PolyGesture	InputEvent	WindowFocusChanged false

1643971135307	PolyGesture	InputEvent	BeginBatchEdit

1643971135308	PolyGesture	InputEvent	BeginBatchEdit

1643971136300	PolyGesture	InputEvent	SelectionChanged 0 0

1643971136300	PolyGesture	InputEvent	TextChanged '' 0 0 0

1643971136383	PolyGesture	InputEvent	SelectionChanged 0 0

1643971136383	PolyGesture	InputEvent	SelectionChanged 0 0

1643971136384	PolyGesture	TaskStarted	Duplica parola (Copia - incolla)

1643971136384	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 144 144

1643971136385	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 0 144

1643971136386	PolyGesture	InputEvent	SelectionChanged 144 144

1643971136397	PolyGesture	InputEvent	FocusChanged true 130 null

1643971136420	PolyGesture	InputEvent	WindowFocusChanged true

1643971137465	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=252.0, y[0]=342.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82341237, downTime=82341237, deviceId=6, source=0x1002, displayId=0 }
1643971137512	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=252.0, y[0]=342.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82341292, downTime=82341237, deviceId=6, source=0x1002, displayId=0 }
1643971137524	PolyGesture	InputEvent	SelectionChanged 100 100

1643971137547	PolyGesture	InputEvent	BeginBatchEdit

1643971137548	PolyGesture	InputEvent	BeginBatchEdit

1643971137548	PolyGesture	InputEvent	BeginBatchEdit

1643971137581	PolyGesture	InputEvent	BeginBatchEdit

1643971137609	PolyGesture	InputEvent	BeginBatchEdit

1643971137650	PolyGesture	InputEvent	BeginBatchEdit

1643971137682	PolyGesture	InputEvent	BeginBatchEdit

1643971137683	PolyGesture	InputEvent	BeginBatchEdit

1643971137685	PolyGesture	InputEvent	BeginBatchEdit

1643971137706	PolyGesture	InputEvent	BeginBatchEdit

1643971137876	PolyGesture	InputEvent	BeginBatchEdit

1643971137877	PolyGesture	InputEvent	BeginBatchEdit

1643971138203	PolyGesture	InputEvent	SelectionChanged 101 101

1643971138218	PolyGesture	InputEvent	BeginBatchEdit

1643971138229	PolyGesture	InputEvent	BeginBatchEdit

1643971138433	PolyGesture	InputEvent	BeginBatchEdit

1643971138435	PolyGesture	InputEvent	BeginBatchEdit

1643971139163	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=173.0, y[0]=353.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82342941, downTime=82342941, deviceId=6, source=0x1002, displayId=0 }
1643971139215	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=173.0, y[0]=353.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82342995, downTime=82342941, deviceId=6, source=0x1002, displayId=0 }
1643971139232	PolyGesture	InputEvent	SelectionChanged 98 98

1643971139233	PolyGesture	InputEvent	SelectionChanged 101 98

1643971139253	PolyGesture	InputEvent	BeginBatchEdit

1643971139255	PolyGesture	InputEvent	BeginBatchEdit

1643971139256	PolyGesture	InputEvent	BeginBatchEdit

1643971139258	PolyGesture	InputEvent	BeginBatchEdit

1643971139461	PolyGesture	InputEvent	BeginBatchEdit

1643971139462	PolyGesture	InputEvent	BeginBatchEdit

1643971139480	PolyGesture	InputEvent	BeginBatchEdit

1643971141165	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=334.0, y[0]=494.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82344924, downTime=82344924, deviceId=6, source=0x1002, displayId=0 }
1643971141183	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=334.0, y[0]=494.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82344963, downTime=82344924, deviceId=6, source=0x1002, displayId=0 }
1643971141192	PolyGesture	InputEvent	SelectionChanged 131 131

1643971141222	PolyGesture	InputEvent	BeginBatchEdit

1643971141259	PolyGesture	InputEvent	BeginBatchEdit

1643971141459	PolyGesture	InputEvent	BeginBatchEdit

1643971141460	PolyGesture	InputEvent	BeginBatchEdit

1643971141482	PolyGesture	InputEvent	BeginBatchEdit

1643971141671	PolyGesture	InputEvent	BeginBatchEdit

1643971141684	PolyGesture	InputEvent	SelectionChanged 0 0

1643971141686	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 0 147 147

1643971141689	PolyGesture	InputEvent	SelectionChanged 134 134

1643971141690	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 131 0 3

1643971141691	PolyGesture	InputEvent	SelectionChanged 134 134

1643971141707	PolyGesture	InputEvent	BeginBatchEdit

1643971141709	PolyGesture	InputEvent	BeginBatchEdit

1643971141710	PolyGesture	InputEvent	BeginBatchEdit

1643971141732	PolyGesture	InputEvent	BeginBatchEdit

1643971141732	PolyGesture	InputEvent	BeginBatchEdit

1643971141733	PolyGesture	InputEvent	BeginBatchEdit

1643971141733	PolyGesture	InputEvent	BeginBatchEdit

1643971141734	PolyGesture	InputEvent	BeginBatchEdit

1643971141763	PolyGesture	InputEvent	BeginBatchEdit

1643971141764	PolyGesture	InputEvent	BeginBatchEdit

1643971141766	PolyGesture	InputEvent	BeginBatchEdit

1643971141766	PolyGesture	InputEvent	BeginBatchEdit

1643971141768	PolyGesture	InputEvent	BeginBatchEdit

1643971141768	PolyGesture	InputEvent	BeginBatchEdit

1643971141789	PolyGesture	InputEvent	BeginBatchEdit

1643971141790	PolyGesture	InputEvent	BeginBatchEdit

1643971141792	PolyGesture	InputEvent	BeginBatchEdit

1643971141793	PolyGesture	InputEvent	BeginBatchEdit

1643971141826	PolyGesture	InputEvent	BeginBatchEdit

1643971141827	PolyGesture	InputEvent	BeginBatchEdit

1643971141996	PolyGesture	InputEvent	BeginBatchEdit

1643971141997	PolyGesture	InputEvent	BeginBatchEdit

1643971142299	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=547.0, y[0]=336.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82346066, downTime=82346066, deviceId=6, source=0x1002, displayId=0 }
1643971142356	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=547.0, y[0]=336.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82346136, downTime=82346066, deviceId=6, source=0x1002, displayId=0 }
1643971142365	PolyGesture	InputEvent	SelectionChanged 113 113

1643971142387	PolyGesture	InputEvent	BeginBatchEdit

1643971142411	PolyGesture	InputEvent	BeginBatchEdit

1643971142606	PolyGesture	InputEvent	BeginBatchEdit

1643971142617	PolyGesture	InputEvent	BeginBatchEdit

1643971142644	PolyGesture	InputEvent	BeginBatchEdit

1643971142991	PolyGesture	InputEvent	SelectionChanged 112 112

1643971143009	PolyGesture	InputEvent	BeginBatchEdit

1643971143019	PolyGesture	InputEvent	BeginBatchEdit

1643971143220	PolyGesture	InputEvent	BeginBatchEdit

1643971143222	PolyGesture	InputEvent	BeginBatchEdit

1643971143241	PolyGesture	InputEvent	BeginBatchEdit

