1644484706598	PolyGesture	ExperimentStarted	Grazia

1644484806955	PolyGesture	InputEvent	BeginBatchEdit

1644484806956	PolyGesture	InputEvent	BeginBatchEdit

1644484806957	PolyGesture	InputEvent	BeginBatchEdit

1644484806957	PolyGesture	InputEvent	BeginBatchEdit

1644484806958	PolyGesture	InputEvent	BeginBatchEdit

1644484806994	PolyGesture	InputEvent	BeginBatchEdit

1644484806994	PolyGesture	InputEvent	BeginBatchEdit

1644484806996	PolyGesture	InputEvent	BeginBatchEdit

1644484806999	PolyGesture	InputEvent	BeginBatchEdit

1644484807001	PolyGesture	InputEvent	BeginBatchEdit

1644484807003	PolyGesture	InputEvent	BeginBatchEdit

1644484807004	PolyGesture	InputEvent	BeginBatchEdit

1644484807022	PolyGesture	InputEvent	BeginBatchEdit

1644484807024	PolyGesture	InputEvent	BeginBatchEdit

1644484807024	PolyGesture	InputEvent	BeginBatchEdit

1644484807057	PolyGesture	InputEvent	BeginBatchEdit

1644484807058	PolyGesture	InputEvent	BeginBatchEdit

1644484807226	PolyGesture	InputEvent	BeginBatchEdit

1644484807228	PolyGesture	InputEvent	BeginBatchEdit

1644484808076	PolyGesture	InputEvent	TouchEvent (cursorPosition=255): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=66.0, y[0]=563.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60496273, downTime=60496273, deviceId=6, source=0x1002, displayId=0 }
1644484808114	PolyGesture	InputEvent	TouchEvent (cursorPosition=255): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=66.0, y[0]=563.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60496313, downTime=60496273, deviceId=6, source=0x1002, displayId=0 }
1644484808125	PolyGesture	InputEvent	SelectionChanged 454 454

1644484808161	PolyGesture	InputEvent	BeginBatchEdit

1644484808213	PolyGesture	InputEvent	BeginBatchEdit

1644484808402	PolyGesture	InputEvent	BeginBatchEdit

1644484808403	PolyGesture	InputEvent	BeginBatchEdit

1644484808431	PolyGesture	InputEvent	BeginBatchEdit

1644484808682	PolyGesture	InputEvent	SelectionChanged 453 453

1644484808708	PolyGesture	InputEvent	BeginBatchEdit

1644484808727	PolyGesture	InputEvent	BeginBatchEdit

1644484808928	PolyGesture	InputEvent	BeginBatchEdit

1644484808931	PolyGesture	InputEvent	BeginBatchEdit

1644484809915	PolyGesture	InputEvent	SelectionChanged 453 454

1644484809939	PolyGesture	InputEvent	BeginBatchEdit

1644484809941	PolyGesture	InputEvent	BeginBatchEdit

1644484810111	PolyGesture	InputEvent	SelectionChanged 453 455

1644484810132	PolyGesture	InputEvent	BeginBatchEdit

1644484810135	PolyGesture	InputEvent	BeginBatchEdit

1644484810259	PolyGesture	InputEvent	SelectionChanged 453 456

1644484810278	PolyGesture	InputEvent	BeginBatchEdit

1644484810280	PolyGesture	InputEvent	BeginBatchEdit

1644484810419	PolyGesture	InputEvent	SelectionChanged 453 457

1644484810444	PolyGesture	InputEvent	BeginBatchEdit

1644484810447	PolyGesture	InputEvent	BeginBatchEdit

1644484810614	PolyGesture	InputEvent	SelectionChanged 453 458

1644484810636	PolyGesture	InputEvent	BeginBatchEdit

1644484810639	PolyGesture	InputEvent	BeginBatchEdit

1644484810843	PolyGesture	InputEvent	BeginBatchEdit

1644484810845	PolyGesture	InputEvent	BeginBatchEdit

1644484810874	PolyGesture	InputEvent	BeginBatchEdit

1644484810914	PolyGesture	InputEvent	SelectionChanged 453 459

1644484810933	PolyGesture	InputEvent	BeginBatchEdit

1644484810937	PolyGesture	InputEvent	BeginBatchEdit

1644484811138	PolyGesture	InputEvent	BeginBatchEdit

1644484811901	PolyGesture	InputEvent	BeginBatchEdit

1644484811907	PolyGesture	InputEvent	SelectionChanged 0 0

1644484811913	PolyGesture	InputEvent	BeginBatchEdit

1644484811918	PolyGesture	InputEvent	SelectionChanged 0 0

1644484811920	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had  been so often lately was that no one knew who he was.' 0 507 507

1644484811926	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had  been so often lately was that no one knew who he was.' 0 513 507

1644484811931	PolyGesture	InputEvent	SelectionChanged 453 453

1644484811967	PolyGesture	InputEvent	BeginBatchEdit

1644484811969	PolyGesture	InputEvent	BeginBatchEdit

1644484811970	PolyGesture	InputEvent	BeginBatchEdit

1644484811971	PolyGesture	InputEvent	BeginBatchEdit

1644484811992	PolyGesture	InputEvent	BeginBatchEdit

1644484811992	PolyGesture	InputEvent	BeginBatchEdit

1644484811993	PolyGesture	InputEvent	BeginBatchEdit

1644484811993	PolyGesture	InputEvent	BeginBatchEdit

1644484812032	PolyGesture	InputEvent	BeginBatchEdit

1644484812037	PolyGesture	InputEvent	BeginBatchEdit

1644484812039	PolyGesture	InputEvent	BeginBatchEdit

1644484812040	PolyGesture	InputEvent	BeginBatchEdit

1644484812061	PolyGesture	InputEvent	BeginBatchEdit

1644484812061	PolyGesture	InputEvent	BeginBatchEdit

1644484812062	PolyGesture	InputEvent	BeginBatchEdit

1644484812064	PolyGesture	InputEvent	BeginBatchEdit

1644484812064	PolyGesture	InputEvent	BeginBatchEdit

1644484812065	PolyGesture	InputEvent	BeginBatchEdit

1644484812065	PolyGesture	InputEvent	BeginBatchEdit

1644484812265	PolyGesture	InputEvent	BeginBatchEdit

1644484812541	PolyGesture	InputEvent	TouchEvent (cursorPosition=453): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=589.0, y[0]=546.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60500731, downTime=60500731, deviceId=6, source=0x1002, displayId=0 }
1644484812580	PolyGesture	InputEvent	TouchEvent (cursorPosition=453): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=589.0, y[0]=546.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60500779, downTime=60500731, deviceId=6, source=0x1002, displayId=0 }
1644484812586	PolyGesture	InputEvent	SelectionChanged 431 431

1644484812610	PolyGesture	InputEvent	BeginBatchEdit

1644484812632	PolyGesture	InputEvent	BeginBatchEdit

1644484812840	PolyGesture	InputEvent	BeginBatchEdit

1644484812841	PolyGesture	InputEvent	BeginBatchEdit

1644484812865	PolyGesture	InputEvent	BeginBatchEdit

1644484813318	PolyGesture	InputEvent	BeginBatchEdit

1644484813326	PolyGesture	InputEvent	SelectionChanged 0 0

1644484813329	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of thelittle village where he had  been so often lately was that no one knew who he was.' 0 513 513

1644484813334	PolyGesture	InputEvent	SelectionChanged 437 437

1644484813335	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of thelittle village where he had  been so often lately was that no one knew who he was.' 431 0 6

1644484813340	PolyGesture	InputEvent	SelectionChanged 437 437

1644484813360	PolyGesture	InputEvent	BeginBatchEdit

1644484813361	PolyGesture	InputEvent	BeginBatchEdit

1644484813362	PolyGesture	InputEvent	BeginBatchEdit

1644484813363	PolyGesture	InputEvent	BeginBatchEdit

1644484813384	PolyGesture	InputEvent	BeginBatchEdit

1644484813385	PolyGesture	InputEvent	BeginBatchEdit

1644484813386	PolyGesture	InputEvent	BeginBatchEdit

1644484813386	PolyGesture	InputEvent	BeginBatchEdit

1644484813428	PolyGesture	InputEvent	BeginBatchEdit

1644484813428	PolyGesture	InputEvent	BeginBatchEdit

1644484813431	PolyGesture	InputEvent	BeginBatchEdit

1644484813434	PolyGesture	InputEvent	BeginBatchEdit

1644484813437	PolyGesture	InputEvent	BeginBatchEdit

1644484813438	PolyGesture	InputEvent	BeginBatchEdit

1644484813439	PolyGesture	InputEvent	BeginBatchEdit

1644484813440	PolyGesture	InputEvent	BeginBatchEdit

1644484813468	PolyGesture	InputEvent	BeginBatchEdit

1644484813469	PolyGesture	InputEvent	BeginBatchEdit

1644484813471	PolyGesture	InputEvent	BeginBatchEdit

1644484813494	PolyGesture	InputEvent	BeginBatchEdit

1644484813671	PolyGesture	InputEvent	BeginBatchEdit

1644484813674	PolyGesture	InputEvent	BeginBatchEdit

1644484814299	PolyGesture	InputEvent	SelectionChanged 436 436

1644484814325	PolyGesture	InputEvent	BeginBatchEdit

1644484814329	PolyGesture	InputEvent	BeginBatchEdit

1644484814479	PolyGesture	InputEvent	SelectionChanged 435 435

1644484814507	PolyGesture	InputEvent	BeginBatchEdit

1644484814510	PolyGesture	InputEvent	BeginBatchEdit

1644484814675	PolyGesture	InputEvent	SelectionChanged 434 434

1644484814692	PolyGesture	InputEvent	BeginBatchEdit

1644484814695	PolyGesture	InputEvent	BeginBatchEdit

1644484814899	PolyGesture	InputEvent	BeginBatchEdit

1644484814900	PolyGesture	InputEvent	BeginBatchEdit

1644484814918	PolyGesture	InputEvent	SelectionChanged 433 433

1644484814952	PolyGesture	InputEvent	BeginBatchEdit

1644484814955	PolyGesture	InputEvent	BeginBatchEdit

1644484815149	PolyGesture	InputEvent	SelectionChanged 432 432

1644484815166	PolyGesture	InputEvent	BeginBatchEdit

1644484815170	PolyGesture	InputEvent	BeginBatchEdit

1644484815372	PolyGesture	InputEvent	BeginBatchEdit

1644484815374	PolyGesture	InputEvent	BeginBatchEdit

1644484815436	PolyGesture	InputEvent	SelectionChanged 431 431

1644484815453	PolyGesture	InputEvent	BeginBatchEdit

1644484815457	PolyGesture	InputEvent	BeginBatchEdit

1644484815659	PolyGesture	InputEvent	BeginBatchEdit

1644484815659	PolyGesture	InputEvent	BeginBatchEdit

1644484816184	PolyGesture	InputEvent	BeginBatchEdit

1644484816188	PolyGesture	InputEvent	SelectionChanged 0 0

1644484816190	PolyGesture	TaskCompleted	Correggi testo in 17"792 seconds (at 60504389, effective time: 16"627)

***************************************


1644484816196	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had  been so often lately was that no one knew who he was.' 0 514 514

1644484816200	PolyGesture	InputEvent	SelectionChanged 432 432

1644484816201	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had  been so often lately was that no one knew who he was.' 431 0 1

1644484816205	PolyGesture	InputEvent	SelectionChanged 432 432

1644484816240	PolyGesture	InputEvent	BeginBatchEdit

1644484816242	PolyGesture	InputEvent	BeginBatchEdit

1644484816242	PolyGesture	InputEvent	BeginBatchEdit

1644484816243	PolyGesture	InputEvent	BeginBatchEdit

1644484816263	PolyGesture	InputEvent	BeginBatchEdit

1644484816264	PolyGesture	InputEvent	BeginBatchEdit

1644484816264	PolyGesture	InputEvent	BeginBatchEdit

1644484816265	PolyGesture	InputEvent	BeginBatchEdit

1644484816300	PolyGesture	InputEvent	BeginBatchEdit

1644484816301	PolyGesture	InputEvent	BeginBatchEdit

1644484816304	PolyGesture	InputEvent	BeginBatchEdit

1644484816304	PolyGesture	InputEvent	BeginBatchEdit

1644484816306	PolyGesture	InputEvent	BeginBatchEdit

1644484816307	PolyGesture	InputEvent	BeginBatchEdit

1644484816334	PolyGesture	InputEvent	BeginBatchEdit

1644484816335	PolyGesture	InputEvent	BeginBatchEdit

1644484816338	PolyGesture	InputEvent	BeginBatchEdit

1644484816338	PolyGesture	InputEvent	BeginBatchEdit

1644484816360	PolyGesture	InputEvent	BeginBatchEdit

1644484816361	PolyGesture	InputEvent	BeginBatchEdit

1644484816540	PolyGesture	InputEvent	BeginBatchEdit

1644484816543	PolyGesture	InputEvent	BeginBatchEdit

1644484817004	PolyGesture	InputEvent	BeginBatchEdit

1644484817019	PolyGesture	InputEvent	BeginBatchEdit

1644484817301	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=60505496, downTime=60505496, deviceId=-1, source=0x101, displayId=0 }

1644484817304	PolyGesture	InputEvent	BeginBatchEdit

1644484817347	PolyGesture	InputEvent	WindowFocusChanged false

1644484817384	PolyGesture	InputEvent	BeginBatchEdit

1644484817385	PolyGesture	InputEvent	BeginBatchEdit

1644484818383	PolyGesture	InputEvent	SelectionChanged 0 0

1644484818384	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644484818470	PolyGesture	InputEvent	SelectionChanged 0 0

1644484818470	PolyGesture	InputEvent	SelectionChanged 0 0

1644484818471	PolyGesture	TaskStarted	Duplica parola (Copia - incolla)

1644484818472	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 144 144

1644484818473	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 0 144

1644484818474	PolyGesture	InputEvent	SelectionChanged 144 144

1644484818487	PolyGesture	InputEvent	FocusChanged true 130 null

1644484818512	PolyGesture	InputEvent	WindowFocusChanged true

1644484819408	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=123.0, y[0]=142.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60507605, downTime=60507605, deviceId=6, source=0x1002, displayId=0 }
1644484819462	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=123.0, y[0]=142.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60507660, downTime=60507605, deviceId=6, source=0x1002, displayId=0 }
1644484819479	PolyGesture	InputEvent	SelectionChanged 93 93

1644484819507	PolyGesture	InputEvent	BeginBatchEdit

1644484819507	PolyGesture	InputEvent	BeginBatchEdit

1644484819508	PolyGesture	InputEvent	BeginBatchEdit

1644484819539	PolyGesture	InputEvent	BeginBatchEdit

1644484819546	PolyGesture	InputEvent	BeginBatchEdit

1644484819547	PolyGesture	InputEvent	BeginBatchEdit

1644484819559	PolyGesture	InputEvent	BeginBatchEdit

1644484819559	PolyGesture	InputEvent	BeginBatchEdit

1644484819560	PolyGesture	InputEvent	BeginBatchEdit

1644484819587	PolyGesture	InputEvent	BeginBatchEdit

1644484819760	PolyGesture	InputEvent	BeginBatchEdit

1644484820218	PolyGesture	InputEvent	SelectionChanged 94 94

1644484820248	PolyGesture	InputEvent	BeginBatchEdit

1644484820263	PolyGesture	InputEvent	BeginBatchEdit

1644484820466	PolyGesture	InputEvent	BeginBatchEdit

1644484820880	PolyGesture	InputEvent	SelectionChanged 95 95

1644484820902	PolyGesture	InputEvent	BeginBatchEdit

1644484820920	PolyGesture	InputEvent	BeginBatchEdit

1644484821076	PolyGesture	InputEvent	SelectionChanged 96 96

1644484821103	PolyGesture	InputEvent	BeginBatchEdit

1644484821108	PolyGesture	InputEvent	BeginBatchEdit

1644484821311	PolyGesture	InputEvent	BeginBatchEdit

1644484821417	PolyGesture	InputEvent	SelectionChanged 97 97

1644484821437	PolyGesture	InputEvent	BeginBatchEdit

1644484821443	PolyGesture	InputEvent	BeginBatchEdit

1644484821646	PolyGesture	InputEvent	BeginBatchEdit

1644484821899	PolyGesture	InputEvent	SelectionChanged 98 98

1644484821916	PolyGesture	InputEvent	BeginBatchEdit

1644484821922	PolyGesture	InputEvent	BeginBatchEdit

1644484822123	PolyGesture	InputEvent	BeginBatchEdit

1644484822131	PolyGesture	InputEvent	BeginBatchEdit

1644484822163	PolyGesture	InputEvent	BeginBatchEdit

1644484822635	PolyGesture	InputEvent	SelectionChanged 98 99

1644484822654	PolyGesture	InputEvent	BeginBatchEdit

1644484822656	PolyGesture	InputEvent	BeginBatchEdit

1644484822820	PolyGesture	InputEvent	SelectionChanged 98 100

1644484822840	PolyGesture	InputEvent	BeginBatchEdit

1644484822842	PolyGesture	InputEvent	BeginBatchEdit

1644484823015	PolyGesture	InputEvent	SelectionChanged 98 101

1644484823039	PolyGesture	InputEvent	BeginBatchEdit

1644484823043	PolyGesture	InputEvent	BeginBatchEdit

1644484823246	PolyGesture	InputEvent	BeginBatchEdit

1644484823249	PolyGesture	InputEvent	BeginBatchEdit

1644484823270	PolyGesture	InputEvent	BeginBatchEdit

1644484824204	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=249.0, y[0]=331.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60512392, downTime=60512392, deviceId=6, source=0x1002, displayId=0 }
1644484824248	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=249.0, y[0]=331.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60512447, downTime=60512392, deviceId=6, source=0x1002, displayId=0 }
1644484824259	PolyGesture	InputEvent	SelectionChanged 138 138

1644484824285	PolyGesture	InputEvent	BeginBatchEdit

1644484824339	PolyGesture	InputEvent	BeginBatchEdit

1644484824517	PolyGesture	InputEvent	BeginBatchEdit

1644484824527	PolyGesture	InputEvent	BeginBatchEdit

1644484824554	PolyGesture	InputEvent	BeginBatchEdit

1644484825076	PolyGesture	InputEvent	SelectionChanged 129 129

1644484825105	PolyGesture	InputEvent	BeginBatchEdit

1644484825118	PolyGesture	InputEvent	BeginBatchEdit

1644484825320	PolyGesture	InputEvent	BeginBatchEdit

1644484825327	PolyGesture	InputEvent	BeginBatchEdit

1644484825358	PolyGesture	InputEvent	BeginBatchEdit

1644484825674	PolyGesture	InputEvent	SelectionChanged 130 130

1644484825696	PolyGesture	InputEvent	BeginBatchEdit

1644484825699	PolyGesture	InputEvent	BeginBatchEdit

1644484825897	PolyGesture	InputEvent	SelectionChanged 131 131

1644484825916	PolyGesture	InputEvent	BeginBatchEdit

1644484825916	PolyGesture	InputEvent	BeginBatchEdit

1644484825918	PolyGesture	InputEvent	BeginBatchEdit

1644484825939	PolyGesture	InputEvent	BeginBatchEdit

1644484826142	PolyGesture	InputEvent	BeginBatchEdit

1644484826143	PolyGesture	InputEvent	BeginBatchEdit

1644484826399	PolyGesture	InputEvent	BeginBatchEdit

1644484826410	PolyGesture	InputEvent	SelectionChanged 0 0

1644484826412	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 0 147 147

1644484826414	PolyGesture	InputEvent	SelectionChanged 134 134

1644484826415	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 131 0 3

1644484826417	PolyGesture	InputEvent	SelectionChanged 134 134

1644484826435	PolyGesture	InputEvent	BeginBatchEdit

1644484826436	PolyGesture	InputEvent	BeginBatchEdit

1644484826437	PolyGesture	InputEvent	BeginBatchEdit

1644484826460	PolyGesture	InputEvent	BeginBatchEdit

1644484826461	PolyGesture	InputEvent	BeginBatchEdit

1644484826462	PolyGesture	InputEvent	BeginBatchEdit

1644484826462	PolyGesture	InputEvent	BeginBatchEdit

1644484826463	PolyGesture	InputEvent	BeginBatchEdit

1644484826490	PolyGesture	InputEvent	BeginBatchEdit

1644484826490	PolyGesture	InputEvent	BeginBatchEdit

1644484826492	PolyGesture	InputEvent	BeginBatchEdit

1644484826492	PolyGesture	InputEvent	BeginBatchEdit

1644484826494	PolyGesture	InputEvent	BeginBatchEdit

1644484826495	PolyGesture	InputEvent	BeginBatchEdit

1644484826519	PolyGesture	InputEvent	BeginBatchEdit

1644484826519	PolyGesture	InputEvent	BeginBatchEdit

1644484826522	PolyGesture	InputEvent	BeginBatchEdit

1644484826523	PolyGesture	InputEvent	BeginBatchEdit

1644484826555	PolyGesture	InputEvent	BeginBatchEdit

1644484826557	PolyGesture	InputEvent	BeginBatchEdit

1644484826725	PolyGesture	InputEvent	BeginBatchEdit

1644484826727	PolyGesture	InputEvent	BeginBatchEdit

1644484826903	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=312.0, y[0]=209.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60515094, downTime=60515094, deviceId=6, source=0x1002, displayId=0 }
1644484826942	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=312.0, y[0]=209.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60515141, downTime=60515094, deviceId=6, source=0x1002, displayId=0 }
1644484826953	PolyGesture	InputEvent	SelectionChanged 107 107

1644484826972	PolyGesture	InputEvent	BeginBatchEdit

1644484826993	PolyGesture	InputEvent	BeginBatchEdit

1644484827190	PolyGesture	InputEvent	BeginBatchEdit

1644484827200	PolyGesture	InputEvent	BeginBatchEdit

1644484827227	PolyGesture	InputEvent	BeginBatchEdit

1644484827502	PolyGesture	InputEvent	SelectionChanged 106 106

1644484827529	PolyGesture	InputEvent	BeginBatchEdit

1644484827536	PolyGesture	InputEvent	BeginBatchEdit

1644484827739	PolyGesture	InputEvent	BeginBatchEdit

1644484827740	PolyGesture	InputEvent	BeginBatchEdit

1644484828396	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=380.0, y[0]=143.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60516586, downTime=60516586, deviceId=6, source=0x1002, displayId=0 }
1644484828414	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=380.0, y[0]=143.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60516612, downTime=60516586, deviceId=6, source=0x1002, displayId=0 }
1644484828438	PolyGesture	InputEvent	SelectionChanged 93 93

1644484828440	PolyGesture	InputEvent	SelectionChanged 106 93

1644484828462	PolyGesture	InputEvent	BeginBatchEdit

1644484828464	PolyGesture	InputEvent	BeginBatchEdit

1644484828465	PolyGesture	InputEvent	BeginBatchEdit

1644484828467	PolyGesture	InputEvent	BeginBatchEdit

1644484828671	PolyGesture	InputEvent	BeginBatchEdit

1644484828672	PolyGesture	InputEvent	BeginBatchEdit

1644484828694	PolyGesture	InputEvent	BeginBatchEdit

1644484828996	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=383.0, y[0]=216.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60517186, downTime=60517186, deviceId=6, source=0x1002, displayId=0 }
1644484829049	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=383.0, y[0]=216.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60517247, downTime=60517186, deviceId=6, source=0x1002, displayId=0 }
1644484829061	PolyGesture	InputEvent	SelectionChanged 111 111

1644484829064	PolyGesture	InputEvent	SelectionChanged 106 111

1644484829079	PolyGesture	InputEvent	BeginBatchEdit

1644484829081	PolyGesture	InputEvent	BeginBatchEdit

1644484829082	PolyGesture	InputEvent	BeginBatchEdit

1644484829084	PolyGesture	InputEvent	BeginBatchEdit

1644484829285	PolyGesture	InputEvent	BeginBatchEdit

1644484829694	PolyGesture	InputEvent	SelectionChanged 106 112

1644484829711	PolyGesture	InputEvent	BeginBatchEdit

1644484829714	PolyGesture	InputEvent	BeginBatchEdit

1644484829917	PolyGesture	InputEvent	BeginBatchEdit

1644484831331	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=201.0, y[0]=347.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60519520, downTime=60519520, deviceId=6, source=0x1002, displayId=0 }
