1647340305115	PolyGesture	ExperimentStarted	Silvia

1647340577713	PolyGesture	InputEvent	BeginBatchEdit

1647340577915	PolyGesture	InputEvent	BeginBatchEdit

1647340578845	PolyGesture	InputEvent	TouchEvent (cursorPosition=391): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=287.0, y[0]=382.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422568031, downTime=422568031, deviceId=6, source=0x1002, displayId=0 }
1647340578928	PolyGesture	InputEvent	TouchEvent (cursorPosition=391): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=287.0, y[0]=382.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422568129, downTime=422568031, deviceId=6, source=0x1002, displayId=0 }
1647340578946	PolyGesture	InputEvent	SelectionChanged 382 382

1647340578948	PolyGesture	InputEvent	SelectionChanged 391 382

1647340578962	PolyGesture	InputEvent	BeginBatchEdit

1647340578966	PolyGesture	InputEvent	BeginBatchEdit

1647340578967	PolyGesture	InputEvent	BeginBatchEdit

1647340578969	PolyGesture	InputEvent	BeginBatchEdit

1647340579171	PolyGesture	InputEvent	BeginBatchEdit

1647340579592	PolyGesture	InputEvent	SelectionChanged 391 381

1647340579609	PolyGesture	InputEvent	BeginBatchEdit

1647340579613	PolyGesture	InputEvent	BeginBatchEdit

1647340579814	PolyGesture	InputEvent	BeginBatchEdit

1647340580284	PolyGesture	InputEvent	BeginBatchEdit

1647340580290	PolyGesture	InputEvent	SelectionChanged 0 0

1647340580296	PolyGesture	InputEvent	BeginBatchEdit

1647340580300	PolyGesture	InputEvent	SelectionChanged 0 0

1647340580303	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 503 503

1647340580310	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 503

1647340580314	PolyGesture	InputEvent	SelectionChanged 381 381

1647340580349	PolyGesture	InputEvent	BeginBatchEdit

1647340580354	PolyGesture	InputEvent	BeginBatchEdit

1647340580356	PolyGesture	InputEvent	BeginBatchEdit

1647340580357	PolyGesture	InputEvent	BeginBatchEdit

1647340580363	PolyGesture	InputEvent	BeginBatchEdit

1647340580366	PolyGesture	InputEvent	BeginBatchEdit

1647340580568	PolyGesture	InputEvent	BeginBatchEdit

1647340580912	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=104.0, y[0]=377.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422570112, downTime=422570112, deviceId=6, source=0x1002, displayId=0 }
1647340580995	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=104.0, y[0]=377.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422570194, downTime=422570112, deviceId=6, source=0x1002, displayId=0 }
1647340581002	PolyGesture	InputEvent	SelectionChanged 370 370

1647340581030	PolyGesture	InputEvent	BeginBatchEdit

1647340581065	PolyGesture	InputEvent	BeginBatchEdit

1647340581257	PolyGesture	InputEvent	BeginBatchEdit

1647340583555	PolyGesture	InputEvent	BeginBatchEdit

1647340583564	PolyGesture	InputEvent	SelectionChanged 0 0

1647340583568	PolyGesture	TaskCompleted	Sposta frase in 30"820 seconds (at 422572768, effective time: 26"351)

***************************************


1647340583581	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340583589	PolyGesture	InputEvent	SelectionChanged 380 380

1647340583590	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 370 0 10

1647340583594	PolyGesture	InputEvent	SelectionChanged 380 380

1647340583646	PolyGesture	InputEvent	BeginBatchEdit

1647340583651	PolyGesture	InputEvent	BeginBatchEdit

1647340583656	PolyGesture	InputEvent	BeginBatchEdit

1647340583656	PolyGesture	InputEvent	BeginBatchEdit

1647340583667	PolyGesture	InputEvent	BeginBatchEdit

1647340583673	PolyGesture	InputEvent	BeginBatchEdit

1647340583673	PolyGesture	InputEvent	BeginBatchEdit

1647340583678	PolyGesture	InputEvent	BeginBatchEdit

1647340583879	PolyGesture	InputEvent	BeginBatchEdit

1647340586384	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422575579, downTime=422575579, deviceId=-1, source=0x101, displayId=0 }

1647340586387	PolyGesture	InputEvent	BeginBatchEdit

1647340586443	PolyGesture	InputEvent	WindowFocusChanged false

1647340586462	PolyGesture	InputEvent	BeginBatchEdit

1647340586463	PolyGesture	InputEvent	BeginBatchEdit

1647340587402	PolyGesture	InputEvent	SelectionChanged 0 0

1647340587403	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340587488	PolyGesture	InputEvent	SelectionChanged 0 0

1647340587488	PolyGesture	InputEvent	SelectionChanged 0 0

1647340587489	PolyGesture	TaskStarted	Correggi testo

1647340587489	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 519 519

1647340587492	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 0 519

1647340587495	PolyGesture	InputEvent	SelectionChanged 519 519

1647340587507	PolyGesture	InputEvent	FocusChanged true 130 null

1647340587531	PolyGesture	InputEvent	WindowFocusChanged true

1647340591564	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=520.0, y[0]=30.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422580763, downTime=422580763, deviceId=6, source=0x1002, displayId=0 }
1647340591624	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=520.0, y[0]=30.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422580823, downTime=422580763, deviceId=6, source=0x1002, displayId=0 }
1647340591632	PolyGesture	InputEvent	SelectionChanged 29 29

1647340591656	PolyGesture	InputEvent	BeginBatchEdit

1647340591657	PolyGesture	InputEvent	BeginBatchEdit

1647340591667	PolyGesture	InputEvent	BeginBatchEdit

1647340591676	PolyGesture	InputEvent	BeginBatchEdit

1647340591885	PolyGesture	InputEvent	BeginBatchEdit

1647340592881	PolyGesture	InputEvent	SelectionChanged 30 30

1647340592899	PolyGesture	InputEvent	BeginBatchEdit

1647340592911	PolyGesture	InputEvent	BeginBatchEdit

1647340593113	PolyGesture	InputEvent	BeginBatchEdit

1647340595806	PolyGesture	InputEvent	BeginBatchEdit

1647340595813	PolyGesture	InputEvent	SelectionChanged 0 0

1647340595816	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 518 518

1647340595824	PolyGesture	InputEvent	SelectionChanged 29 29

1647340595825	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 29 1 0

1647340595828	PolyGesture	InputEvent	SelectionChanged 29 29

1647340595837	PolyGesture	InputEvent	BeginBatchEdit

1647340595843	PolyGesture	InputEvent	BeginBatchEdit

1647340595843	PolyGesture	InputEvent	BeginBatchEdit

1647340595850	PolyGesture	InputEvent	BeginBatchEdit

1647340595853	PolyGesture	InputEvent	BeginBatchEdit

1647340595856	PolyGesture	InputEvent	BeginBatchEdit

1647340595858	PolyGesture	InputEvent	BeginBatchEdit

1647340596060	PolyGesture	InputEvent	BeginBatchEdit

1647340596738	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=681.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422585929, downTime=422585929, deviceId=6, source=0x1002, displayId=0 }
1647340596769	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=681.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422585970, downTime=422585929, deviceId=6, source=0x1002, displayId=0 }
1647340596777	PolyGesture	InputEvent	SelectionChanged 260 260

1647340596796	PolyGesture	InputEvent	BeginBatchEdit

1647340596828	PolyGesture	InputEvent	BeginBatchEdit

1647340597037	PolyGesture	InputEvent	BeginBatchEdit

1647340598321	PolyGesture	InputEvent	BeginBatchEdit

1647340598342	PolyGesture	InputEvent	SelectionChanged 0 0

1647340598345	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 517 517

1647340598354	PolyGesture	InputEvent	SelectionChanged 259 259

1647340598356	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 259 1 0

1647340598359	PolyGesture	InputEvent	SelectionChanged 259 259

1647340598368	PolyGesture	InputEvent	BeginBatchEdit

1647340598374	PolyGesture	InputEvent	BeginBatchEdit

1647340598374	PolyGesture	InputEvent	BeginBatchEdit

1647340598382	PolyGesture	InputEvent	BeginBatchEdit

1647340598385	PolyGesture	InputEvent	BeginBatchEdit

1647340598390	PolyGesture	InputEvent	BeginBatchEdit

1647340598393	PolyGesture	InputEvent	BeginBatchEdit

1647340598595	PolyGesture	InputEvent	BeginBatchEdit

1647340598648	PolyGesture	InputEvent	BeginBatchEdit

1647340598657	PolyGesture	InputEvent	SelectionChanged 0 0

1647340598660	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 516 516

1647340598667	PolyGesture	InputEvent	SelectionChanged 258 258

1647340598668	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 258 1 0

1647340598672	PolyGesture	InputEvent	SelectionChanged 258 258

1647340598682	PolyGesture	InputEvent	BeginBatchEdit

1647340598687	PolyGesture	InputEvent	BeginBatchEdit

1647340598688	PolyGesture	InputEvent	BeginBatchEdit

1647340598695	PolyGesture	InputEvent	BeginBatchEdit

1647340598698	PolyGesture	InputEvent	BeginBatchEdit

1647340598700	PolyGesture	InputEvent	BeginBatchEdit

1647340598704	PolyGesture	InputEvent	BeginBatchEdit

1647340598773	PolyGesture	InputEvent	BeginBatchEdit

1647340598774	PolyGesture	InputEvent	BeginBatchEdit

1647340598782	PolyGesture	InputEvent	SelectionChanged 0 0

1647340598784	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That X is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 515 515

1647340598791	PolyGesture	InputEvent	SelectionChanged 257 257

1647340598793	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That X is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 257 1 0

1647340598797	PolyGesture	InputEvent	SelectionChanged 257 257

1647340598808	PolyGesture	InputEvent	BeginBatchEdit

1647340598814	PolyGesture	InputEvent	BeginBatchEdit

1647340598815	PolyGesture	InputEvent	BeginBatchEdit

1647340598820	PolyGesture	InputEvent	BeginBatchEdit

1647340598822	PolyGesture	InputEvent	BeginBatchEdit

1647340598826	PolyGesture	InputEvent	BeginBatchEdit

1647340598831	PolyGesture	InputEvent	BeginBatchEdit

1647340598940	PolyGesture	InputEvent	BeginBatchEdit

1647340598941	PolyGesture	InputEvent	BeginBatchEdit

1647340598949	PolyGesture	InputEvent	SelectionChanged 0 0

1647340598951	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 514 514

1647340598957	PolyGesture	InputEvent	SelectionChanged 256 256

1647340598957	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 256 1 0

1647340598961	PolyGesture	InputEvent	SelectionChanged 256 256

1647340598971	PolyGesture	InputEvent	BeginBatchEdit

1647340598976	PolyGesture	InputEvent	BeginBatchEdit

1647340598976	PolyGesture	InputEvent	BeginBatchEdit

1647340598983	PolyGesture	InputEvent	BeginBatchEdit

1647340598985	PolyGesture	InputEvent	BeginBatchEdit

1647340598988	PolyGesture	InputEvent	BeginBatchEdit

1647340598990	PolyGesture	InputEvent	BeginBatchEdit

1647340599079	PolyGesture	InputEvent	BeginBatchEdit

1647340599081	PolyGesture	InputEvent	BeginBatchEdit

1647340599089	PolyGesture	InputEvent	SelectionChanged 0 0

1647340599091	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 513 513

1647340599099	PolyGesture	InputEvent	SelectionChanged 255 255

1647340599100	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 255 1 0

1647340599103	PolyGesture	InputEvent	SelectionChanged 255 255

1647340599113	PolyGesture	InputEvent	BeginBatchEdit

1647340599118	PolyGesture	InputEvent	BeginBatchEdit

1647340599118	PolyGesture	InputEvent	BeginBatchEdit

1647340599125	PolyGesture	InputEvent	BeginBatchEdit

1647340599127	PolyGesture	InputEvent	BeginBatchEdit

1647340599129	PolyGesture	InputEvent	BeginBatchEdit

1647340599131	PolyGesture	InputEvent	BeginBatchEdit

1647340599332	PolyGesture	InputEvent	BeginBatchEdit

1647340600252	PolyGesture	InputEvent	TouchEvent (cursorPosition=255): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=364.0, y[0]=377.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422589442, downTime=422589442, deviceId=6, source=0x1002, displayId=0 }
1647340600310	PolyGesture	InputEvent	TouchEvent (cursorPosition=255): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=364.0, y[0]=377.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422589511, downTime=422589442, deviceId=6, source=0x1002, displayId=0 }
1647340600318	PolyGesture	InputEvent	SelectionChanged 459 459

1647340600339	PolyGesture	InputEvent	BeginBatchEdit

1647340600376	PolyGesture	InputEvent	BeginBatchEdit

1647340600568	PolyGesture	InputEvent	BeginBatchEdit

1647340601945	PolyGesture	InputEvent	TouchEvent (cursorPosition=459): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=286.0, y[0]=385.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422591136, downTime=422591136, deviceId=6, source=0x1002, displayId=0 }
1647340602030	PolyGesture	InputEvent	TouchEvent (cursorPosition=459): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=286.0, y[0]=385.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422591230, downTime=422591136, deviceId=6, source=0x1002, displayId=0 }
1647340602046	PolyGesture	InputEvent	SelectionChanged 453 453

1647340602048	PolyGesture	InputEvent	SelectionChanged 459 453

1647340602063	PolyGesture	InputEvent	BeginBatchEdit

1647340602067	PolyGesture	InputEvent	BeginBatchEdit

1647340602068	PolyGesture	InputEvent	BeginBatchEdit

1647340602070	PolyGesture	InputEvent	BeginBatchEdit

1647340602272	PolyGesture	InputEvent	BeginBatchEdit

1647340602791	PolyGesture	InputEvent	SelectionChanged 459 452

1647340602808	PolyGesture	InputEvent	BeginBatchEdit

1647340602812	PolyGesture	InputEvent	BeginBatchEdit

1647340603014	PolyGesture	InputEvent	BeginBatchEdit

1647340603955	PolyGesture	InputEvent	BeginBatchEdit

1647340603961	PolyGesture	InputEvent	SelectionChanged 0 0

1647340603965	PolyGesture	InputEvent	BeginBatchEdit

1647340603969	PolyGesture	InputEvent	SelectionChanged 0 0

1647340603971	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had been so often lately was that no one knew who he was.' 0 506 506

1647340603979	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had been so often lately was that no one knew who he was.' 0 513 506

1647340603983	PolyGesture	InputEvent	SelectionChanged 452 452

1647340604016	PolyGesture	InputEvent	BeginBatchEdit

1647340604020	PolyGesture	InputEvent	BeginBatchEdit

1647340604023	PolyGesture	InputEvent	BeginBatchEdit

1647340604023	PolyGesture	InputEvent	BeginBatchEdit

1647340604030	PolyGesture	InputEvent	BeginBatchEdit

1647340604031	PolyGesture	InputEvent	BeginBatchEdit

1647340604233	PolyGesture	InputEvent	BeginBatchEdit

1647340604936	PolyGesture	InputEvent	TouchEvent (cursorPosition=452): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=878.0, y[0]=328.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422594126, downTime=422594126, deviceId=6, source=0x1002, displayId=0 }
1647340605009	PolyGesture	InputEvent	TouchEvent (cursorPosition=452): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=878.0, y[0]=328.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422594209, downTime=422594126, deviceId=6, source=0x1002, displayId=0 }
1647340605017	PolyGesture	InputEvent	SelectionChanged 431 431

1647340605039	PolyGesture	InputEvent	BeginBatchEdit

1647340605075	PolyGesture	InputEvent	BeginBatchEdit

1647340605268	PolyGesture	InputEvent	BeginBatchEdit

1647340605797	PolyGesture	InputEvent	BeginBatchEdit

1647340605805	PolyGesture	InputEvent	SelectionChanged 0 0

1647340605808	PolyGesture	TaskCompleted	Correggi testo in 18"319 seconds (at 422595008, effective time: 14"245)

***************************************


1647340605818	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340605823	PolyGesture	InputEvent	SelectionChanged 438 438

1647340605824	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 431 0 7

1647340605830	PolyGesture	InputEvent	SelectionChanged 438 438

1647340605872	PolyGesture	InputEvent	BeginBatchEdit

1647340605876	PolyGesture	InputEvent	BeginBatchEdit

1647340605880	PolyGesture	InputEvent	BeginBatchEdit

1647340605880	PolyGesture	InputEvent	BeginBatchEdit

1647340605894	PolyGesture	InputEvent	BeginBatchEdit

1647340605898	PolyGesture	InputEvent	BeginBatchEdit

1647340605899	PolyGesture	InputEvent	BeginBatchEdit

1647340605902	PolyGesture	InputEvent	BeginBatchEdit

1647340606104	PolyGesture	InputEvent	BeginBatchEdit

1647340607989	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422597182, downTime=422597182, deviceId=-1, source=0x101, displayId=0 }

1647340607992	PolyGesture	InputEvent	BeginBatchEdit

1647340608037	PolyGesture	InputEvent	WindowFocusChanged false

1647340608074	PolyGesture	InputEvent	BeginBatchEdit

1647340608074	PolyGesture	InputEvent	BeginBatchEdit

1647340609080	PolyGesture	InputEvent	SelectionChanged 0 0

1647340609081	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340609168	PolyGesture	InputEvent	SelectionChanged 0 0

1647340609168	PolyGesture	InputEvent	SelectionChanged 0 0

1647340609169	PolyGesture	TaskStarted	Duplica parola (Copia - incolla)

1647340609169	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 144 144

1647340609171	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 0 144

1647340609172	PolyGesture	InputEvent	SelectionChanged 144 144

1647340609185	PolyGesture	InputEvent	FocusChanged true 130 null

1647340609207	PolyGesture	InputEvent	WindowFocusChanged true

1647340612262	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=179.0, y[0]=157.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422601461, downTime=422601461, deviceId=6, source=0x1002, displayId=0 }
