1647343540805	PolyGesture	ExperimentStarted	vincenzo
1647343629851	PolyGesture	TaskCompleted	Sposta frase in 15"853 seconds (at 425499536, effective time: 14"741)

***************************************


1647343629862	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647343629869	PolyGesture	InputEvent	SelectionChanged 380 380

1647343629870	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 370 0 10

1647343629876	PolyGesture	InputEvent	SelectionChanged 380 380

1647343629953	PolyGesture	InputEvent	BeginBatchEdit

1647343629959	PolyGesture	InputEvent	BeginBatchEdit

1647343629963	PolyGesture	InputEvent	BeginBatchEdit

1647343629964	PolyGesture	InputEvent	BeginBatchEdit

1647343629976	PolyGesture	InputEvent	BeginBatchEdit

1647343629979	PolyGesture	InputEvent	BeginBatchEdit

1647343629979	PolyGesture	InputEvent	BeginBatchEdit

1647343629983	PolyGesture	InputEvent	BeginBatchEdit

1647343630184	PolyGesture	InputEvent	BeginBatchEdit

1647343630808	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=425500489, downTime=425500489, deviceId=-1, source=0x101, displayId=0 }

1647343630812	PolyGesture	InputEvent	BeginBatchEdit

1647343630856	PolyGesture	InputEvent	WindowFocusChanged false

1647343630894	PolyGesture	InputEvent	BeginBatchEdit

1647343630894	PolyGesture	InputEvent	BeginBatchEdit

1647343632052	PolyGesture	InputEvent	SelectionChanged 0 0

1647343632054	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647343632141	PolyGesture	InputEvent	SelectionChanged 0 0

1647343632141	PolyGesture	InputEvent	SelectionChanged 0 0

1647343632142	PolyGesture	TaskStarted	Correggi testo

1647343632142	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 519 519

1647343632145	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 0 519

1647343632148	PolyGesture	InputEvent	SelectionChanged 519 519

1647343632166	PolyGesture	InputEvent	FocusChanged true 130 null

1647343632193	PolyGesture	InputEvent	WindowFocusChanged true

1647343633194	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=618.0, y[0]=50.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425502869, downTime=425502869, deviceId=6, source=0x1002, displayId=0 }
1647343633219	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=618.0, y[0]=50.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425502904, downTime=425502869, deviceId=6, source=0x1002, displayId=0 }
1647343633223	PolyGesture	InputEvent	SelectionChanged 29 29

1647343633251	PolyGesture	InputEvent	BeginBatchEdit

1647343633264	PolyGesture	InputEvent	BeginBatchEdit

1647343633264	PolyGesture	InputEvent	BeginBatchEdit

1647343633273	PolyGesture	InputEvent	BeginBatchEdit

1647343633482	PolyGesture	InputEvent	BeginBatchEdit

1647343633903	PolyGesture	InputEvent	SelectionChanged 30 30

1647343633917	PolyGesture	InputEvent	BeginBatchEdit

1647343633928	PolyGesture	InputEvent	BeginBatchEdit

1647343634131	PolyGesture	InputEvent	BeginBatchEdit

1647343634449	PolyGesture	InputEvent	BeginBatchEdit

1647343634475	PolyGesture	InputEvent	SelectionChanged 0 0

1647343634477	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 518 518

1647343634485	PolyGesture	InputEvent	SelectionChanged 29 29

1647343634487	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 29 1 0

1647343634490	PolyGesture	InputEvent	SelectionChanged 29 29

1647343634501	PolyGesture	InputEvent	BeginBatchEdit

1647343634506	PolyGesture	InputEvent	BeginBatchEdit

1647343634507	PolyGesture	InputEvent	BeginBatchEdit

1647343634514	PolyGesture	InputEvent	BeginBatchEdit

1647343634516	PolyGesture	InputEvent	BeginBatchEdit

1647343634518	PolyGesture	InputEvent	BeginBatchEdit

1647343634520	PolyGesture	InputEvent	BeginBatchEdit

1647343634722	PolyGesture	InputEvent	BeginBatchEdit

1647343635043	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=695.0, y[0]=318.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425504718, downTime=425504718, deviceId=6, source=0x1002, displayId=0 }
1647343635088	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=695.0, y[0]=318.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425504773, downTime=425504718, deviceId=6, source=0x1002, displayId=0 }
1647343635094	PolyGesture	InputEvent	SelectionChanged 256 256

1647343635116	PolyGesture	InputEvent	BeginBatchEdit

1647343635149	PolyGesture	InputEvent	BeginBatchEdit

1647343635342	PolyGesture	InputEvent	BeginBatchEdit

1647343636084	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=806.0, y[0]=315.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425505759, downTime=425505759, deviceId=6, source=0x1002, displayId=0 }
1647343636142	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=806.0, y[0]=315.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425505827, downTime=425505759, deviceId=6, source=0x1002, displayId=0 }
1647343636161	PolyGesture	InputEvent	SelectionChanged 260 260

1647343636163	PolyGesture	InputEvent	SelectionChanged 256 260

1647343636175	PolyGesture	InputEvent	BeginBatchEdit

1647343636179	PolyGesture	InputEvent	BeginBatchEdit

1647343636179	PolyGesture	InputEvent	BeginBatchEdit

1647343636181	PolyGesture	InputEvent	BeginBatchEdit

1647343636384	PolyGesture	InputEvent	BeginBatchEdit

1647343636940	PolyGesture	InputEvent	BeginBatchEdit

1647343636941	PolyGesture	InputEvent	SelectionChanged 260 260

1647343636950	PolyGesture	InputEvent	SelectionChanged 0 0

1647343636953	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 514 514

1647343636960	PolyGesture	InputEvent	SelectionChanged 256 256

1647343636961	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 256 4 0

1647343636965	PolyGesture	InputEvent	SelectionChanged 256 256

1647343636980	PolyGesture	InputEvent	BeginBatchEdit

1647343636985	PolyGesture	InputEvent	BeginBatchEdit

1647343636985	PolyGesture	InputEvent	BeginBatchEdit

1647343636993	PolyGesture	InputEvent	BeginBatchEdit

1647343636996	PolyGesture	InputEvent	BeginBatchEdit

1647343636998	PolyGesture	InputEvent	BeginBatchEdit

1647343637002	PolyGesture	InputEvent	BeginBatchEdit

1647343637202	PolyGesture	InputEvent	BeginBatchEdit

1647343638306	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=53.0, y[0]=597.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425507989, downTime=425507989, deviceId=6, source=0x1002, displayId=0 }
1647343638337	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=53.0, y[0]=597.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425508022, downTime=425507989, deviceId=6, source=0x1002, displayId=0 }
1647343638345	PolyGesture	InputEvent	SelectionChanged 454 454

1647343638369	PolyGesture	InputEvent	BeginBatchEdit

1647343638402	PolyGesture	InputEvent	BeginBatchEdit

1647343638605	PolyGesture	InputEvent	BeginBatchEdit

1647343639435	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=132.0, y[0]=584.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425509119, downTime=425509119, deviceId=6, source=0x1002, displayId=0 }
1647343639509	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=132.0, y[0]=584.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425509195, downTime=425509119, deviceId=6, source=0x1002, displayId=0 }
1647343639527	PolyGesture	InputEvent	SelectionChanged 460 460

1647343639529	PolyGesture	InputEvent	SelectionChanged 454 460

1647343639542	PolyGesture	InputEvent	BeginBatchEdit

1647343639547	PolyGesture	InputEvent	BeginBatchEdit

1647343639548	PolyGesture	InputEvent	BeginBatchEdit

1647343639550	PolyGesture	InputEvent	BeginBatchEdit

1647343639753	PolyGesture	InputEvent	BeginBatchEdit

1647343640850	PolyGesture	InputEvent	BeginBatchEdit

1647343640857	PolyGesture	InputEvent	SelectionChanged 0 0

1647343640861	PolyGesture	InputEvent	BeginBatchEdit

1647343640865	PolyGesture	InputEvent	SelectionChanged 0 0

1647343640868	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had  been so often lately was that no one knew who he was.' 0 508 508

1647343640875	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had  been so often lately was that no one knew who he was.' 0 514 508

1647343640880	PolyGesture	InputEvent	SelectionChanged 454 454

1647343640918	PolyGesture	InputEvent	BeginBatchEdit

1647343640924	PolyGesture	InputEvent	BeginBatchEdit

1647343640928	PolyGesture	InputEvent	BeginBatchEdit

1647343640929	PolyGesture	InputEvent	BeginBatchEdit

1647343640939	PolyGesture	InputEvent	BeginBatchEdit

1647343640941	PolyGesture	InputEvent	BeginBatchEdit

1647343641143	PolyGesture	InputEvent	BeginBatchEdit

1647343641470	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=602.0, y[0]=525.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425511145, downTime=425511145, deviceId=6, source=0x1002, displayId=0 }
1647343641543	PolyGesture	InputEvent	TouchEvent (cursorPosition=454): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=602.0, y[0]=525.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425511228, downTime=425511145, deviceId=6, source=0x1002, displayId=0 }
1647343641552	PolyGesture	InputEvent	SelectionChanged 433 433

1647343641568	PolyGesture	InputEvent	BeginBatchEdit

1647343641606	PolyGesture	InputEvent	BeginBatchEdit

1647343641797	PolyGesture	InputEvent	BeginBatchEdit

1647343642448	PolyGesture	InputEvent	SelectionChanged 432 432

1647343642466	PolyGesture	InputEvent	BeginBatchEdit

1647343642478	PolyGesture	InputEvent	BeginBatchEdit

1647343642681	PolyGesture	InputEvent	BeginBatchEdit

1647343643017	PolyGesture	InputEvent	BeginBatchEdit

1647343643039	PolyGesture	InputEvent	SelectionChanged 0 0

1647343643041	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  village where he had  been so often lately was that no one knew who he was.' 0 509 509

1647343643050	PolyGesture	InputEvent	SelectionChanged 433 433

1647343643051	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the  village where he had  been so often lately was that no one knew who he was.' 432 0 1

1647343643054	PolyGesture	InputEvent	SelectionChanged 433 433

1647343643065	PolyGesture	InputEvent	BeginBatchEdit

1647343643071	PolyGesture	InputEvent	BeginBatchEdit

1647343643071	PolyGesture	InputEvent	BeginBatchEdit

1647343643078	PolyGesture	InputEvent	BeginBatchEdit

1647343643081	PolyGesture	InputEvent	BeginBatchEdit

1647343643083	PolyGesture	InputEvent	BeginBatchEdit

1647343643086	PolyGesture	InputEvent	BeginBatchEdit

1647343643288	PolyGesture	InputEvent	BeginBatchEdit

1647343643471	PolyGesture	InputEvent	BeginBatchEdit

1647343643475	PolyGesture	InputEvent	SelectionChanged 0 0

1647343643478	PolyGesture	TaskCompleted	Correggi testo in 11"336 seconds (at 425513163, effective time: 10"294)

***************************************


1647343643488	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had  been so often lately was that no one knew who he was.' 0 515 515

1647343643496	PolyGesture	InputEvent	SelectionChanged 439 439

1647343643497	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had  been so often lately was that no one knew who he was.' 433 0 6

1647343643504	PolyGesture	InputEvent	SelectionChanged 439 439

1647343643559	PolyGesture	InputEvent	BeginBatchEdit

1647343643564	PolyGesture	InputEvent	BeginBatchEdit

1647343643568	PolyGesture	InputEvent	BeginBatchEdit

1647343643569	PolyGesture	InputEvent	BeginBatchEdit

1647343643581	PolyGesture	InputEvent	BeginBatchEdit

1647343643585	PolyGesture	InputEvent	BeginBatchEdit

1647343643585	PolyGesture	InputEvent	BeginBatchEdit

1647343643591	PolyGesture	InputEvent	BeginBatchEdit

1647343643791	PolyGesture	InputEvent	BeginBatchEdit

1647343645093	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=425514773, downTime=425514773, deviceId=-1, source=0x101, displayId=0 }

1647343645095	PolyGesture	InputEvent	BeginBatchEdit

1647343645148	PolyGesture	InputEvent	WindowFocusChanged false

1647343645182	PolyGesture	InputEvent	BeginBatchEdit

1647343645182	PolyGesture	InputEvent	BeginBatchEdit

1647343646642	PolyGesture	InputEvent	SelectionChanged 0 0

1647343646643	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647343646727	PolyGesture	InputEvent	SelectionChanged 0 0

1647343646727	PolyGesture	InputEvent	SelectionChanged 0 0

1647343646728	PolyGesture	TaskStarted	Duplica parola (Copia - incolla)

1647343646728	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 144 144

1647343646729	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Police
(2)Boy
(3)In' 0 0 144

1647343646730	PolyGesture	InputEvent	SelectionChanged 144 144

1647343646751	PolyGesture	InputEvent	FocusChanged true 130 null

1647343646778	PolyGesture	InputEvent	WindowFocusChanged true

1647343647929	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=172.0, y[0]=233.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425517611, downTime=425517611, deviceId=6, source=0x1002, displayId=0 }
1647343647989	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=172.0, y[0]=233.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425517674, downTime=425517611, deviceId=6, source=0x1002, displayId=0 }
1647343647996	PolyGesture	InputEvent	SelectionChanged 121 121

1647343648039	PolyGesture	InputEvent	BeginBatchEdit

1647343648040	PolyGesture	InputEvent	BeginBatchEdit

1647343648040	PolyGesture	InputEvent	BeginBatchEdit

1647343648051	PolyGesture	InputEvent	BeginBatchEdit

1647343648101	PolyGesture	InputEvent	TouchEvent (cursorPosition=121): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=169.0, y[0]=205.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425517778, downTime=425517778, deviceId=6, source=0x1002, displayId=0 }
1647343648113	PolyGesture	InputEvent	SelectionChanged 98 101

1647343648128	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=169.0, y[0]=205.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425517813, downTime=425517778, deviceId=6, source=0x1002, displayId=0 }
1647343648134	PolyGesture	InputEvent	BeginBatchEdit

1647343648138	PolyGesture	InputEvent	BeginBatchEdit

1647343648356	PolyGesture	InputEvent	BeginBatchEdit

1647343649170	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=306.0, y[0]=305.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425518846, downTime=425518846, deviceId=6, source=0x1002, displayId=0 }
1647343649209	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=306.0, y[0]=305.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425518895, downTime=425518846, deviceId=6, source=0x1002, displayId=0 }
1647343649250	PolyGesture	InputEvent	SelectionChanged 131 131

1647343649252	PolyGesture	InputEvent	SelectionChanged 98 131

1647343649266	PolyGesture	InputEvent	BeginBatchEdit

1647343649270	PolyGesture	InputEvent	BeginBatchEdit

1647343649271	PolyGesture	InputEvent	BeginBatchEdit

1647343649273	PolyGesture	InputEvent	BeginBatchEdit

1647343649476	PolyGesture	InputEvent	BeginBatchEdit

1647343649995	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=332.0, y[0]=323.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425519669, downTime=425519669, deviceId=6, source=0x1002, displayId=0 }
1647343650011	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=332.0, y[0]=323.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425519697, downTime=425519669, deviceId=6, source=0x1002, displayId=0 }
1647343650019	PolyGesture	InputEvent	SelectionChanged 131 131

1647343650021	PolyGesture	InputEvent	SelectionChanged 98 131

1647343650041	PolyGesture	InputEvent	BeginBatchEdit

1647343650044	PolyGesture	InputEvent	BeginBatchEdit

1647343650045	PolyGesture	InputEvent	BeginBatchEdit

1647343650048	PolyGesture	InputEvent	BeginBatchEdit

1647343650250	PolyGesture	InputEvent	BeginBatchEdit

1647343650379	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=324.0, y[0]=314.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425520054, downTime=425520054, deviceId=6, source=0x1002, displayId=0 }
1647343650424	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=324.0, y[0]=314.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425520109, downTime=425520054, deviceId=6, source=0x1002, displayId=0 }
1647343650431	PolyGesture	InputEvent	SelectionChanged 131 131

1647343650433	PolyGesture	InputEvent	SelectionChanged 98 131

1647343650452	PolyGesture	InputEvent	BeginBatchEdit

1647343650456	PolyGesture	InputEvent	BeginBatchEdit

1647343650456	PolyGesture	InputEvent	BeginBatchEdit

1647343650459	PolyGesture	InputEvent	BeginBatchEdit

1647343650660	PolyGesture	InputEvent	BeginBatchEdit

1647343650763	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=264.0, y[0]=302.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425520438, downTime=425520438, deviceId=6, source=0x1002, displayId=0 }
1647343650815	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=264.0, y[0]=302.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425520500, downTime=425520438, deviceId=6, source=0x1002, displayId=0 }
1647343650819	PolyGesture	InputEvent	SelectionChanged 131 131

1647343650820	PolyGesture	InputEvent	SelectionChanged 98 131

1647343650843	PolyGesture	InputEvent	BeginBatchEdit

1647343650846	PolyGesture	InputEvent	BeginBatchEdit

1647343650847	PolyGesture	InputEvent	BeginBatchEdit

1647343650850	PolyGesture	InputEvent	BeginBatchEdit

1647343651051	PolyGesture	InputEvent	BeginBatchEdit

1647343651578	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=329.0, y[0]=405.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425521253, downTime=425521253, deviceId=6, source=0x1002, displayId=0 }
1647343651639	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=329.0, y[0]=405.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425521323, downTime=425521253, deviceId=6, source=0x1002, displayId=0 }
1647343651646	PolyGesture	InputEvent	SelectionChanged 144 144

1647343651648	PolyGesture	InputEvent	SelectionChanged 98 144

1647343651665	PolyGesture	InputEvent	BeginBatchEdit

